fha_loan_id,hud_property_name,city,state,initial_endorsement_date,original_mortgage_amount,program_category,units,basic_fha_risk_share_or_other,current_status_of_loan,date_of_firm_issue,firm_commitment_lender,holder_name
118625,Asian Fusion,Douglasville,PA,2011-05-15,91478152,223(a)(7) Refi of 223f Nursing/ ICF,400,Basic FHA,Finally Endorsed,2022-06-28,Storage Technology Corporation,Sunoco
941997,Warner Bros. Entertainment,Palm Bay,PA,1996-12-10,40757933,202/8 NC,420,Basic FHA,Initially Endorsed,2020-10-27,Intelacard,Idea Infinity
070414,Asian Answers,Ankeny,PA,2009-04-09,128976090,223(a)(7) Refi of 223f Nursing/ ICF,78,Risk Sharing,Finally Endorsed,2022-12-31,Asian Answers,American Broadcasting Company
911416,Colgate-Palmolive,Fort Myers,PA,2001-11-26,68485763,223(a)(7) Refi of 223f ALF,297,Risk Sharing,Initially Endorsed,2023-10-04,BB&T Corporation,Dun & Bradstreet
554547,354 Jasper Row,Millbrook,PA,2002-08-06,85688510,202/8 SR,443,Hospitals & Group Practice,Initially Endorsed,2022-07-11,Chicago Bridge & Iron Company,Hewlett-Packard
174595,595 Josiah Drive,Buffalo,PA,2012-05-24,16616876,223(a)(7) Refi of 223f Nursing/ ICF,454,Hospitals & Group Practice,Finally Endorsed,2023-01-15,Barnes & Noble,Vizio
704508,1163 Walker Place,La Crosse,PA,1985-05-22,8538878,202/8 NC,203,Basic FHA,Initially Endorsed,2022-09-05,Principal Financial Group,Zaxby's
324820,General Mills,Salt Lake City,PA,2014-04-06,76176303,223(a)(7) Refi of 223f ALF,233,Hospitals & Group Practice,Finally Endorsed,2021-02-14,AES Corporation,AGL Resources
860024,Access Asia,Colorado Springs,PA,1982-12-08,114825818,202/8 SR,31,Hospitals & Group Practice,Finally Endorsed,2023-06-05,Lee,Nutri G
540181,1327 Oakhurst Pass,Berwyn,PA,1981-12-30,16998947,202/8 NC,110,Hospitals & Group Practice,Finally Endorsed,2021-03-22,Matrix Architectural Service,Bob Evans Restaurants
802647,Storage Technology Corporation,Apple Valley,PA,2022-09-26,140115441,223(a)(7) Refi of 223f Nursing/ ICF,124,Basic FHA,Finally Endorsed,2020-04-25,General Electric,Envirotecture Design Service
034809,Sauer-Danfoss,Aiken,PA,2013-02-14,13523132,202/8 NC,381,Basic FHA,Finally Endorsed,2023-04-21,Visa Inc.,Boston Scientific
087929,861 Broad Run,New Smyrna Beach,PA,2001-11-13,94304160,223(a)(7) Refi of 223f Nursing/ ICF,218,Risk Sharing,Finally Endorsed,2021-05-06,Solid Future,Future Plan
626056,832 Sharon Avenue,Paterson,PA,1988-11-03,6135937,223(a)(7) Refi of 223f ALF,462,Basic FHA,Finally Endorsed,2022-02-07,Stratacard,CVS Pharmacy
007262,645 Tingley Glen,Houston,PA,2005-07-17,141690761,202/8 SR,124,Hospitals & Group Practice,Finally Endorsed,2023-03-22,ABM Industries,Dippin' Dots
158102,Bushmaster Firearms International,Winona,PA,2008-04-08,90401745,223(a)(7) Refi of 223f Nursing/ ICF,183,Hospitals & Group Practice,Finally Endorsed,2021-04-01,Vibrant Man,Ford Motor Company
018248,Eli Lilly and Company,Gloucester,PA,2016-05-07,8532906,223(a)(7) Refi of 223f ALF,325,Risk Sharing,Finally Endorsed,2020-07-13,Martha Stewart Living Omnimedia,Air Products & Chemicals
665884,139 Edie Center,Adrian,PA,2013-01-26,44269258,202/8 NC,238,Risk Sharing,Initially Endorsed,2020-03-10,AOL,Kmart
405022,677 Bayview Park Motorway,Redding,PA,1987-07-22,90720958,202/8 SR,393,Hospitals & Group Practice,Finally Endorsed,2022-05-29,AECOM,The Weinstein Company
156941,Matrix Interior Design,Lemoore,PA,2020-04-01,4295983,202/8 SR,179,Risk Sharing,Initially Endorsed,2022-10-05,Texas Instruments,Arkeia Software
597513,Ariba,St. Cloud,PA,1984-10-07,104427587,223(a)(7) Refi of 223f ALF,239,Risk Sharing,Initially Endorsed,2022-11-04,Bio-Rad Laboratories,Gold Leaf Garden Management
348036,Pinnacle Systems,Jeffersontown,PA,2017-09-05,126125790,202/8 SR,437,Basic FHA,Initially Endorsed,2022-01-20,Jones Soda Co.,Pointers
572103,748 Niantic Mews,Santa Barbara,PA,2016-07-11,109896328,202/8 SR,45,Basic FHA,Initially Endorsed,2021-05-07,Kohler Company,YASH Technologies
442780,1158 Taylor Creek,Calabasas,PA,2000-09-18,114684327,223(a)(7) Refi of 223f Nursing/ ICF,266,Basic FHA,Finally Endorsed,2021-09-23,Memorec,Electronic Geek
965425,617 Loyola Place,Holly Springs,PA,2006-03-07,146481526,202/8 SR,354,Hospitals & Group Practice,Initially Endorsed,2021-06-28,Kimberly-Clark,Novell
554918,Intelli Wealth Group,Harlingen,PA,1989-03-04,97343120,223(a)(7) Refi of 223f ALF,367,Basic FHA,Initially Endorsed,2023-07-08,Amphenol Corporation,Autodesk
673339,Altec Lansing,Henderson,PA,1981-04-30,76993732,202/8 NC,462,Risk Sharing,Initially Endorsed,2021-11-20,Rite Aid Corporation,State Street Corporation
449113,246 Dorcas Viaduct,Billings,PA,1987-09-16,78330648,202/8 NC,207,Basic FHA,Initially Endorsed,2022-08-17,Capital One,Universal Design Partners
770751,773 Melra Pike,Homewood,PA,1982-11-14,36882655,202/8 NC,290,Hospitals & Group Practice,Initially Endorsed,2022-07-29,Star Interior Design,Multi-Systems Merchant Services
908345,Nike,Maple Valley,PA,2013-06-10,9030291,223(a)(7) Refi of 223f Nursing/ ICF,439,Basic FHA,Finally Endorsed,2021-04-12,DC Comics,DC Shoes
720093,102 Kensington Ranch,Oro Valley,PA,2004-04-15,113442712,202/8 SR,395,Basic FHA,Initially Endorsed,2020-10-18,Whataburger,"FileMaker Inc., formerly Claris Corp."
663289,Darden Restaurants,Takoma Park,PA,2002-02-27,14868807,223(a)(7) Refi of 223f Nursing/ ICF,189,Hospitals & Group Practice,Finally Endorsed,2022-08-26,El Paso Corp.,Corsair Memory
107632,9 Clement Route,Laconia,PA,1987-08-13,116272718,223(a)(7) Refi of 223f ALF,3,Hospitals & Group Practice,Initially Endorsed,2021-02-11,Gas Legion,Netstars Matrix Design
290621,Belle Ladi,Wadsworth,PA,2010-05-23,59202519,202/8 SR,354,Basic FHA,Initially Endorsed,2022-05-09,Syntel,Dover Corporation
347532,Vivitar,Stockton,PA,2008-04-08,55532477,223(a)(7) Refi of 223f ALF,364,Risk Sharing,Finally Endorsed,2021-11-20,Liberty Wealth Planners,Dollar General
469017,Netcom Business Services,Yukon,PA,1998-06-06,51486884,202/8 SR,239,Risk Sharing,Finally Endorsed,2020-09-16,Prahject Planner,Rivera Property Maintenance
919396,80 Clementina Trail,Waterbury,PA,1988-07-27,14666769,223(a)(7) Refi of 223f ALF,337,Hospitals & Group Practice,Initially Endorsed,2021-09-14,Infor,Avaya
459563,685 Bonview Place,Yonkers,PA,2014-04-21,147486133,202/8 NC,442,Basic FHA,Finally Endorsed,2021-07-26,Vari-Tec,Bank of New York Mellon
160865,Applied Biosystems,Corsicana,PA,2009-08-19,37584025,223(a)(7) Refi of 223f Nursing/ ICF,2,Risk Sharing,Finally Endorsed,2022-08-25,Rent-A-Wreck,L&L Hawaiian Barbecue
561155,Wizards of the Coast,Nogales,PA,2003-07-18,44013316,202/8 NC,64,Hospitals & Group Practice,Finally Endorsed,2023-07-04,Avant Garde Appraisal Group,Intelli Wealth Group
936796,560 Esquina Loop,Bellevue,PA,1997-05-01,84864478,223(a)(7) Refi of 223f Nursing/ ICF,391,Risk Sharing,Finally Endorsed,2020-12-12,Destiny Realty Solutions,Dippin' Dots
324603,The Walt Disney Company,Redmond,PA,2006-06-04,4072968,223(a)(7) Refi of 223f ALF,415,Hospitals & Group Practice,Finally Endorsed,2023-07-30,Anixter International,Tropicana Products
693719,Human Kinetics,Fountain Hills,PA,2022-11-20,136609127,223(a)(7) Refi of 223f Nursing/ ICF,94,Risk Sharing,Initially Endorsed,2021-08-23,"PalmSource, Inc.",Kellogg Company
400787,Merrymaking,Eagan,PA,1984-12-30,26187853,223(a)(7) Refi of 223f Nursing/ ICF,103,Hospitals & Group Practice,Initially Endorsed,2021-12-20,Vitagee,The White Swan
106143,115 Crisp Crossing,Paradise,PA,1986-10-09,8659930,202/8 NC,420,Hospitals & Group Practice,Finally Endorsed,2020-09-07,Newhair,Wealth Zone Group
563972,347 Goettingen Landing,Kennesaw,PA,2016-12-13,148656221,223(a)(7) Refi of 223f Nursing/ ICF,292,Basic FHA,Initially Endorsed,2021-04-16,Hasbro,Southern California Edison
433122,915 Marion Avenue,Palos Hills,PA,2020-10-07,41039940,223(a)(7) Refi of 223f Nursing/ ICF,424,Basic FHA,Initially Endorsed,2020-12-23,Auto-Owners Insurance,Tesla Motors
317947,1181 Tampa Field,Brighton,PA,1980-06-12,92426652,202/8 NC,137,Basic FHA,Finally Endorsed,2023-11-03,Platinum Interior Design,Arryx
468202,164 Paul Green,Dothan,PA,2013-11-30,103828419,223(a)(7) Refi of 223f Nursing/ ICF,95,Risk Sharing,Initially Endorsed,2021-04-26,Choices,Kurzweil Educational Systems
935419,385 Truby Cove,Shelbyville,PA,1982-05-10,143285833,202/8 NC,217,Risk Sharing,Initially Endorsed,2023-12-27,ViewSonic,Always
208545,Emerson Radio,Tinley Park,PA,1995-01-06,62284619,202/8 NC,204,Hospitals & Group Practice,Finally Endorsed,2021-01-26,Boston Acoustics,Xerox
340650,Subway,Upper Arlington,PA,1983-03-04,128449765,223(a)(7) Refi of 223f ALF,119,Risk Sharing,Finally Endorsed,2021-08-30,Allen Organ Company,Quincy Newspapers
102385,94 Greenview Center,Lawrence,PA,1986-01-23,30001949,223(a)(7) Refi of 223f Nursing/ ICF,395,Basic FHA,Finally Endorsed,2020-02-14,CoolTouch Monitors,Bank of America
257569,164 Erie Lake,Eagle Mountain,PA,2001-07-23,77618699,223(a)(7) Refi of 223f ALF,447,Basic FHA,Finally Endorsed,2023-10-29,Applied Biosystems,Zoo York
902130,American Apparel,Miramar,PA,2018-08-23,124660105,202/8 NC,328,Risk Sharing,Initially Endorsed,2020-06-19,Applied Materials,Vertex Pharmaceuticals
670735,799 Stoneman Green,Downers Grove,PA,1988-05-19,148481466,223(a)(7) Refi of 223f ALF,418,Risk Sharing,Finally Endorsed,2021-02-05,Citrix,One-Up Realty
721304,995 Hattie Pike,Arvada,PA,2013-11-06,14386765,223(a)(7) Refi of 223f Nursing/ ICF,197,Hospitals & Group Practice,Initially Endorsed,2021-12-07,Enterasys Networks,Energy East
345888,News Corporation,Mountain Brook,PA,1997-04-17,120132291,223(a)(7) Refi of 223f Nursing/ ICF,216,Basic FHA,Finally Endorsed,2023-02-23,CNET,Flexus
726764,320 Shoup Square,Newnan,PA,2009-07-16,116029931,202/8 SR,484,Risk Sharing,Initially Endorsed,2023-02-20,Newhair,Master Builder Design Services
036765,299 Erie Parkway,St. Louis Park,PA,2016-01-09,62789217,223(a)(7) Refi of 223f Nursing/ ICF,200,Basic FHA,Finally Endorsed,2022-02-18,Amtrak,Gold Leaf Garden Management
299718,684 Myrtle Expressway,Mattoon,PA,2015-09-10,99545343,223(a)(7) Refi of 223f Nursing/ ICF,7,Hospitals & Group Practice,Initially Endorsed,2022-06-03,Smith and Company,Asian Solutions
470483,Audiovox,Gastonia,PA,2000-02-18,137978339,202/8 NC,256,Basic FHA,Finally Endorsed,2020-03-31,ION Media Networks,Marathon Oil
173624,1083 Royal Grove,Chicopee,PA,1998-07-08,105848188,223(a)(7) Refi of 223f Nursing/ ICF,493,Hospitals & Group Practice,Initially Endorsed,2020-09-07,Zoom Technologies,Agriprocessors
424830,Dr Pepper Snapple Group,San Bernardino,PA,2018-09-10,43790570,202/8 NC,476,Basic FHA,Finally Endorsed,2022-06-11,Lee,Calpine
873522,853 Madera Bridge,Compton,PA,1986-12-23,108387657,202/8 NC,139,Basic FHA,Initially Endorsed,2022-09-17,Infinity Investment Plan,J. P. Morgan Chase and Co.
145226,723 Toyon Motorway,North Charleston,PA,2000-10-28,92280091,223(a)(7) Refi of 223f ALF,462,Hospitals & Group Practice,Initially Endorsed,2021-01-17,Mars Incorporated,Warner Bros. Entertainment
046742,513 Oak Hills Walk,Wooster,PA,2020-06-08,34746197,202/8 SR,422,Risk Sharing,Finally Endorsed,2021-09-14,Carnival Corporation & plc,AGL Resources
309610,1210 Perego Road,Appleton,PA,2023-11-07,74249437,223(a)(7) Refi of 223f Nursing/ ICF,110,Basic FHA,Initially Endorsed,2022-02-20,Excella,Amgen
714866,1289 Goleta Route,Gurnee,PA,2007-04-21,142418892,223(a)(7) Refi of 223f Nursing/ ICF,44,Basic FHA,Finally Endorsed,2020-05-30,DineEquity,Rivera Property Maintenance
614066,Pro-Care Garden Maintenance,Fairfield,PA,2016-04-17,25245954,223(a)(7) Refi of 223f ALF,403,Hospitals & Group Practice,Initially Endorsed,2022-06-21,The Jolly Farmer,Silicon Image
159967,79 Maywood Station,Dyersburg,PA,2000-01-30,11281126,202/8 NC,321,Basic FHA,Initially Endorsed,2020-12-21,Spanx,Dun & Bradstreet
212931,Total Yard Management,San Dimas,PA,1992-04-12,30416141,202/8 SR,477,Hospitals & Group Practice,Finally Endorsed,2022-01-29,Independent Wealth Management,New Balance
218959,VIZ Media,Northport,PA,2017-01-03,86478537,223(a)(7) Refi of 223f Nursing/ ICF,47,Hospitals & Group Practice,Initially Endorsed,2023-06-05,LeapFrog Enterprises,Sears
381340,NetDNA,Tupelo,PA,2010-10-07,114453025,223(a)(7) Refi of 223f Nursing/ ICF,158,Hospitals & Group Practice,Finally Endorsed,2021-04-12,Baxter International,Price Waterhouse Coopers
492106,886 Hansen Lake,North Canton,PA,2012-06-15,74237978,202/8 SR,359,Basic FHA,Finally Endorsed,2021-02-20,Ideal Industries,Vari-Tec
635754,1060 Underwood Crescent,Zion,PA,1990-06-28,49551313,223(a)(7) Refi of 223f ALF,351,Hospitals & Group Practice,Finally Endorsed,2022-04-04,Advanced Processing & Imaging,Equifax
380864,America Online,Kettering,PA,2012-12-19,63917505,202/8 NC,67,Basic FHA,Initially Endorsed,2022-06-04,Grade A Investment,Magna Solution
256116,109 Storrie Alley,Yucaipa,PA,2018-05-05,65081594,202/8 SR,407,Basic FHA,Finally Endorsed,2020-01-16,Pro Yard Services,Stratabiz
987008,123 Earl Creek,Payson,PA,1985-03-16,38806596,202/8 SR,433,Basic FHA,Initially Endorsed,2022-12-23,Bath & Body Works,Birdwell
624893,Stratapro,Lumberton,PA,2011-11-19,46854634,223(a)(7) Refi of 223f ALF,352,Risk Sharing,Initially Endorsed,2021-03-08,Midway Games,Dow Jones & Company
969520,360 Nibbi Arcade,South Jordan,PA,1987-03-17,6042253,202/8 SR,258,Hospitals & Group Practice,Initially Endorsed,2021-04-07,Sprint Nextel Corporation,Beasts of Beauty
408834,The Jolly Farmer,Bristol,PA,2011-04-28,86009354,223(a)(7) Refi of 223f ALF,435,Hospitals & Group Practice,Initially Endorsed,2020-12-22,Cognizant Technology Solutions,Federal National Mortgage Association
975505,1155 Malvina Loop,Parker,PA,1990-08-27,42427103,223(a)(7) Refi of 223f ALF,370,Hospitals & Group Practice,Finally Endorsed,2022-09-19,Las Vegas Yard Management,Aon Corporation
837597,Star Bright Investment Group,Bradenton,PA,2019-10-21,33736420,202/8 NC,84,Basic FHA,Initially Endorsed,2023-09-15,Gas Legion,Viacom
810219,Architectural Genie,Hoffman Estates,PA,2002-04-18,138544646,223(a)(7) Refi of 223f ALF,120,Hospitals & Group Practice,Finally Endorsed,2020-12-25,Accuquote,CVS Pharmacy
104849,21 Jordan Parkway,Flower Mound,PA,2011-12-20,93056671,202/8 SR,391,Hospitals & Group Practice,Finally Endorsed,2023-04-03,Shirokiya,Netcore
089510,1243 San Lorenzo Shore,Angleton,PA,1983-07-21,96541885,202/8 NC,76,Basic FHA,Finally Endorsed,2022-12-29,Seattle's Best Coffee,Bain Capital
853031,247 Rodgers Rapids,Maywood,PA,1993-04-15,16894539,223(a)(7) Refi of 223f ALF,438,Hospitals & Group Practice,Finally Endorsed,2022-01-23,Magna Gases,Dillard's
863744,742 Hilton Landing,Roseburg,PA,1988-04-23,13718456,223(a)(7) Refi of 223f Nursing/ ICF,97,Hospitals & Group Practice,Initially Endorsed,2021-05-05,Atlas Realty,Amphenol Corporation
147573,Atlas Realty,Covina,PA,2009-06-08,46752922,202/8 NC,244,Basic FHA,Finally Endorsed,2020-06-29,Asiatic Solutions,Lawn N' Order Garden Care
364933,193 Colusa Extension,North Tonawanda,PA,1992-04-21,24803680,202/8 SR,84,Hospitals & Group Practice,Finally Endorsed,2020-08-10,Magna Consulting,Aflac
743936,The White Swan,Greenacres,PA,1995-12-03,71677236,223(a)(7) Refi of 223f ALF,318,Risk Sharing,Finally Endorsed,2020-03-16,World Airways,Watco Companies
783198,Brookdale Senior Living,Pickerington,PA,1995-07-04,13839961,223(a)(7) Refi of 223f Nursing/ ICF,217,Basic FHA,Finally Endorsed,2020-08-01,Electronics Source,Testor Corporation
857659,"Springfield Armory, Inc.",Doral,PA,2000-09-27,64349227,202/8 SR,346,Risk Sharing,Initially Endorsed,2023-02-24,Lawn N' Order Garden Care,Big Lots
487653,1021 Lapham Motorway,Kannapolis,PA,2012-09-18,11374290,202/8 NC,136,Basic FHA,Initially Endorsed,2022-08-01,The Flying Bear,Microcat
090387,Convergys Corp.,Junction City,PA,2011-06-20,31107422,202/8 SR,205,Basic FHA,Finally Endorsed,2023-03-07,Bath & Body Works,EnviroSource Design
929289,61 John Muir Trail,Sedalia,PA,2008-06-05,45885346,223(a)(7) Refi of 223f ALF,280,Basic FHA,Initially Endorsed,2021-06-23,Baxter International,Big Lots
423359,Affiliated Computer Services,Cedar Rapids,PA,2019-07-07,5023511,202/8 SR,233,Basic FHA,Finally Endorsed,2020-02-23,Suadela Investment,The Happy Bear
209667,Schoep's Ice Cream,Coral Springs,PA,2000-03-18,7473187,223(a)(7) Refi of 223f Nursing/ ICF,494,Risk Sharing,Initially Endorsed,2021-06-09,Jackhammer Technologies,H. J. Heinz Company
318759,370 Wiese Row,Ferndale,PA,2000-02-21,25364578,202/8 SR,420,Hospitals & Group Practice,Initially Endorsed,2021-07-12,General Motors,Total Yard Management
518331,1262 Monte Vista Point,Victorville,PA,2005-02-27,97686183,223(a)(7) Refi of 223f ALF,157,Hospitals & Group Practice,Finally Endorsed,2022-04-12,H&R Block,Eureka
827800,991 East Crystal Cove Annex,Anaheim,PA,2001-10-06,81075722,202/8 NC,457,Basic FHA,Finally Endorsed,2023-04-17,Arryx,Desert Garden Help
046619,80 Young Plaza,Smyrna,PA,1991-01-14,118783994,223(a)(7) Refi of 223f ALF,496,Hospitals & Group Practice,Initially Endorsed,2023-10-17,Eden Lawn Service,AK Steel Holding
854661,489 Elim Square,Windsor,PA,1995-07-26,58746920,202/8 NC,143,Basic FHA,Finally Endorsed,2021-06-25,Architectural Genie,Landskip Yard Service
335006,Advansed Teksyztems,Tulare,PA,1990-02-28,123833808,202/8 SR,65,Basic FHA,Finally Endorsed,2021-04-22,Louisiana Pacific,Aspyr Media
632558,290 Brumiss Heights,Bothell,PA,2002-12-01,10279631,223(a)(7) Refi of 223f ALF,288,Basic FHA,Finally Endorsed,2020-11-16,Buena Vista Garden Maintenance,Allergan
827378,90 Standish Mews,Cartersville,PA,2014-09-25,67425453,202/8 NC,263,Hospitals & Group Practice,Finally Endorsed,2021-01-02,XPLANE,Kohler Company
048765,Total Serve,Mount Clemens,PA,2009-12-31,88209147,202/8 NC,229,Risk Sharing,Initially Endorsed,2023-09-27,Discover Financial Services,EnviroSource Design
235218,669 Vale Park,Quincy,PA,2020-07-24,137497679,223(a)(7) Refi of 223f Nursing/ ICF,339,Risk Sharing,Initially Endorsed,2022-06-09,Hyland Software,Pilgrim's Pride
295806,The Serendipity Dip,Tupelo,PA,1992-11-05,28720778,223(a)(7) Refi of 223f Nursing/ ICF,318,Hospitals & Group Practice,Initially Endorsed,2020-11-17,Morgan Stanley,Domtar
738514,241 Athens Field,St. Cloud,PA,2021-03-25,49881001,223(a)(7) Refi of 223f ALF,223,Hospitals & Group Practice,Initially Endorsed,2020-01-10,Bonanza Produce Stores,Informix
281412,Dex One,Milledgeville,PA,2008-07-29,20221627,223(a)(7) Refi of 223f Nursing/ ICF,251,Risk Sharing,Finally Endorsed,2023-12-08,Terra Nova Garden Services,Ashland Inc.
830202,1393 Breen Terrace,Des Plaines,PA,1985-10-12,71681118,223(a)(7) Refi of 223f ALF,374,Risk Sharing,Finally Endorsed,2020-08-02,Deere & Company,Assurant
119964,AECOM,Chicago,PA,2012-11-02,92563156,202/8 SR,7,Hospitals & Group Practice,Initially Endorsed,2023-05-07,Body Fate,JetBlue Airways
496592,Rite Aid Corporation,Duluth,PA,1997-06-14,12716355,202/8 NC,204,Basic FHA,Finally Endorsed,2022-09-11,Advanced Processing & Imaging,US Cellular
315840,American Express,Palm Beach Gardens,PA,1999-12-20,7515579,202/8 NC,477,Hospitals & Group Practice,Initially Endorsed,2022-10-13,Precision Castparts Corporation,H&R Block
191617,732 Haight Green,Hattiesburg,PA,1997-08-29,17392947,202/8 NC,260,Risk Sharing,Finally Endorsed,2022-02-28,Safeco Corporation,Wendy's/Arby's Group
956334,Xilinx,Plattsburgh,PA,2002-02-04,26136007,202/8 NC,379,Basic FHA,Initially Endorsed,2021-12-26,Qwest,Alaska Air Group
381169,1275 Bertie Minor Extension,Chickasha,PA,1988-03-14,119246897,202/8 NC,217,Hospitals & Group Practice,Finally Endorsed,2022-12-26,Star Bright Investment Group,Columbia Pictures
683426,369 Vale Bend,Newburyport,PA,2002-04-29,20655833,223(a)(7) Refi of 223f Nursing/ ICF,342,Risk Sharing,Initially Endorsed,2023-05-14,"CA, Inc.",The White Rabbit
252619,Awthentikz,Bloomingdale,PA,2007-12-01,97205451,202/8 SR,206,Hospitals & Group Practice,Finally Endorsed,2021-12-02,Pluto Marine,AMC Entertainment
185808,Gas Zone,Buffalo,PA,2014-10-10,149137758,223(a)(7) Refi of 223f Nursing/ ICF,179,Basic FHA,Finally Endorsed,2021-12-07,Emerson Radio,Solid Future
017584,1294 Cuba Center,Arroyo Grande,PA,1992-11-11,94899175,223(a)(7) Refi of 223f ALF,335,Risk Sharing,Initially Endorsed,2021-05-04,BorgWarner,Matrix Architectural Service
752583,657 Mersey Manor,Lindenwold,PA,2022-11-26,67497738,223(a)(7) Refi of 223f Nursing/ ICF,369,Hospitals & Group Practice,Finally Endorsed,2023-04-07,Idea Infinity,Prospa-Pal
996415,740 Bannock Junction,Santa Monica,PA,2012-07-10,121701793,223(a)(7) Refi of 223f ALF,215,Basic FHA,Initially Endorsed,2022-07-03,Symantec,Mars Incorporated
924251,Plochman's,Fort Dodge,PA,2019-12-22,1264979,223(a)(7) Refi of 223f ALF,218,Basic FHA,Initially Endorsed,2022-12-18,Visa Inc.,THQ
831022,Pro Star Garden Management,Grand Rapids,PA,2008-06-05,73201793,202/8 NC,421,Basic FHA,Initially Endorsed,2022-10-21,Ideal Industries,Seattle's Best Coffee
968600,829 Spruce Gardens,Rockford,PA,2001-02-27,61259353,202/8 NC,14,Hospitals & Group Practice,Finally Endorsed,2022-12-30,Modern Realty,Team Designers and Associates
722725,602 Castro Annex,Norco,PA,2010-03-31,99056205,223(a)(7) Refi of 223f ALF,204,Risk Sharing,Finally Endorsed,2022-10-09,Multi Tech Development,Electronic Geek
378001,849 Lessing Bayou,Riviera Beach,PA,1984-03-15,91456844,223(a)(7) Refi of 223f Nursing/ ICF,274,Risk Sharing,Finally Endorsed,2023-01-16,The Spotted Cougar,AGL Resources
715961,1319 Brewster Lodge,Champaign,PA,2023-12-11,142922211,202/8 NC,109,Basic FHA,Finally Endorsed,2021-04-18,Federal National Mortgage Association,Equifax
733895,172 Circular Alley,Union City,PA,2015-08-09,94550667,202/8 SR,265,Basic FHA,Initially Endorsed,2020-10-17,Dun Rite Lawn Care,Hoyden
220898,238 Sheldon Loop,Haverhill,PA,2020-01-24,97256634,223(a)(7) Refi of 223f ALF,421,Basic FHA,Finally Endorsed,2021-11-10,Westinghouse Digital LLC,ION Media Networks
963776,1044 Lower Fort Mason Canyon,Nixa,PA,2010-11-21,147424636,223(a)(7) Refi of 223f Nursing/ ICF,184,Basic FHA,Initially Endorsed,2021-07-30,Starbucks,Bank of New York Mellon
001933,Convergys Corp.,Nashville,PA,2015-07-05,91964339,202/8 SR,380,Basic FHA,Initially Endorsed,2021-05-13,New Era Tickets,Affiliated Computer Services
978870,1199 Thomas Mall,Buffalo Grove,PA,2022-05-19,58416110,202/8 NC,418,Basic FHA,Initially Endorsed,2021-09-16,World of Fun,Symantec
126413,996 Caire Expressway,Lincoln,PA,2007-06-11,95587251,202/8 SR,270,Risk Sharing,Finally Endorsed,2020-08-23,Deere & Company,Perdue Farms
896277,"PalmOne, Inc.",Garland,PA,2007-10-22,111966622,202/8 NC,115,Basic FHA,Initially Endorsed,2021-08-24,"Cisco Systems, Inc.",Open Interface
141070,833 Hunter Heights,Brawley,PA,2022-04-30,122586745,223(a)(7) Refi of 223f Nursing/ ICF,500,Hospitals & Group Practice,Finally Endorsed,2021-02-27,Wealthy Ideas,Avnet
918794,DaVita,Granite City,PA,1987-09-17,118633203,202/8 NC,157,Risk Sharing,Finally Endorsed,2023-03-31,J. P. Morgan Chase and Co.,Brunswick Corporation
374880,510 St. Paul Street-Calvert Place,South El Monte,PA,1986-05-01,61090752,202/8 SR,478,Hospitals & Group Practice,Finally Endorsed,2022-09-08,Syntel,Minnesota IMPLAN Group
896671,1319 Via Ferlinghetti Lodge,Radcliff,PA,2007-05-17,50082452,223(a)(7) Refi of 223f ALF,73,Basic FHA,Initially Endorsed,2021-01-20,DuPont,Caterpillar Inc.
296590,775 Fairfax Loop,Poway,PA,1996-07-09,102957134,202/8 NC,17,Risk Sharing,Initially Endorsed,2022-01-22,Garden Guru,VonMaur
361438,1295 Teddy Route,Pawtucket,PA,1991-01-16,119755620,202/8 SR,440,Basic FHA,Finally Endorsed,2020-03-16,Babcock and Wilcox,AECOM
021486,792 Marietta Drive,Fountain Hills,PA,1982-11-15,60266058,202/8 NC,175,Basic FHA,Finally Endorsed,2022-12-18,Wise Solutions,Bradley Pharmaceuticals
986151,25 Hussey Heights,Hopkinsville,PA,1989-01-20,121578429,202/8 NC,136,Basic FHA,Finally Endorsed,2023-02-15,W. R. Grace and Company,UTStarcom
606645,772 Fella Field,Iowa City,PA,2003-02-24,139126660,202/8 NC,306,Hospitals & Group Practice,Initially Endorsed,2022-04-12,Terra,Greyvoid
345945,Advanced Processing & Imaging,Lenoir,PA,2023-02-11,18876559,202/8 NC,234,Risk Sharing,Initially Endorsed,2020-01-18,Good Times,Autodesk
535059,Eden Lawn Service,El Dorado,PA,2015-09-28,124254311,223(a)(7) Refi of 223f Nursing/ ICF,194,Basic FHA,Initially Endorsed,2020-03-15,Novellus Systems,AMR Corporation
296212,Activision Blizzard,Cottonwood Heights,PA,2006-09-10,33626289,223(a)(7) Refi of 223f ALF,483,Risk Sharing,Finally Endorsed,2021-11-29,DynCorp International,KPMG
550612,BJ Services Company,St. Charles,PA,2017-08-24,129210783,202/8 SR,132,Hospitals & Group Practice,Finally Endorsed,2020-07-19,Monmax,Carnival Corporation & plc
264699,966 Carson Run,Renton,PA,1987-02-21,117172095,202/8 NC,316,Risk Sharing,Initially Endorsed,2020-02-07,Total Network Development,Sunny Real Estate Investments
805895,345 Banks Manor,Clearfield,PA,1996-06-05,59652864,223(a)(7) Refi of 223f ALF,299,Hospitals & Group Practice,Finally Endorsed,2022-12-28,Avant Garde Appraisal,Dun Rite Lawn Care
