lihtc_project_id,normalized_state_id,hud_property_name,property_street_address,city,state,zip_code,state_id
PAA25683567,TC3043-1740,864 Monterey Crossing,14 Water Lane,Sioux Falls,PA,89101,TC7665-0225
PAA69921488,PAA45387357,794 Avenue M Station,310 Cityview Pass,Zion,PA,08386,PAA00426066
PAA09328001,PAA01977648,Pearl Architectural Design,363 Fauntleroy Green,Stafford,PA,89942,TC4161-7370
PAA52022346,PAA30140767,Star Assistance,963 Homer Motorway,Layton,PA,04569,TC8826-8055
PAA95838026,TC0057-8722,Good Times,93 Coral Loop,Broadview Heights,PA,48923,PAA39826583
PAA80504991,PAA34116775,Magik Lamp,1125 Acacia Highway,Steubenville,PA,66773,TC4923-7929
PAA60755999,TC5486-6258,Opticomp,1309 Fulton Turnpike,Santa Clarita,PA,18347,TC6613-2572
PAA78432376,TC6412-8264,1031 Head Grove,136 Jack London Turnpike,Oxford,PA,51177,PAA40523056
PAA40064937,TC4518-0824,577 Campton Spur,1286 Phoenix Viaduct,West Des Moines,PA,29047,PAA11273329
PAA85377751,TC3702-4111,1068 Sagamore Junction,1329 Mauldin Boulevard,Westmont,PA,14407,PAA42810037
PAA66421308,TC5045-4257,Bio-Rad Laboratories,1305 Ledyard Cove,Rancho Palos Verdes,PA,61785,PAA68746103
PAA29588861,TC0681-0043,281 Carroll Bridge,416 Treasury Field,Cypress,PA,91677,TC7032-1081
PAA51546615,TC0337-9001,983 Hampshire Pine,247 Addison Annex,Bellwood,PA,19428,PAA04611963
PAA62650562,PAA00397756,Adapt,1348 Josiah Lane,Wheaton,PA,76372,TC2697-8903
PAA14138435,TC3703-3917,Firestone Tire and Rubber Company,329 Antonio Highway,Cartersville,PA,11459,TC4272-4660
PAA11170779,TC4006-3116,Bushmaster Firearms International,681 Lenox Highway,Port Hueneme,PA,62310,TC6613-3969
PAA70379384,TC9686-5899,The Network Chef,357 Hayward Lodge,Scarsdale,PA,56634,PAA39950734
PAA00096660,TC3354-7418,Office Max,963 Hamlin Place,Park Ridge,PA,77719,PAA32259280
PAA20110318,PAA33075052,"FileMaker Inc., formerly Claris Corp.",462 Nancy Pelosi Park,La Quinta,PA,10029,TC1202-0628
PAA59792083,PAA11316288,191 Helena Extension,567 Calvert Spur,Piqua,PA,58734,PAA42827736
PAA49578251,PAA43827668,Merrymaking,940 Commer Row,Caledonia,PA,18169,PAA23962636
PAA95832688,PAA40399203,Vaughan & Bushnell Manufacturing,115 Gladys Green,Bristol,PA,32332,TC3971-9269
PAA45223046,PAA83257506,722 Bliss Manor,323 Precita Green,Kalispell,PA,65685,PAA02010418
PAA81387108,TC0111-7029,Kingston Technology,1076 Chester Ferry,Flint,PA,78469,PAA11259487
PAA16104395,TC5795-5180,119 Roosevelt Walk,454 Alert Highway,Brooklyn Park,PA,46014,PAA23312231
PAA32607396,PAA82647702,Sistemos,816 John F Shelley Gardens,Sumter,PA,43443,PAA30333356
PAA16046271,TC2551-2266,Watco Companies,910 Hickory Junction,Spring Hill,PA,41034,TC3053-8865
PAA41690354,TC7863-1326,335 Crossover Cove,413 Oxford Rapids,Sevierville,PA,38923,PAA50643216
PAA31127569,TC3398-7911,Specific Appraisals,1105 Kearny Hill,Godfrey,PA,55961,TC6580-3973
PAA66643119,TC3613-9546,Alcoa,1116 Isis Hills,Brea,PA,25678,PAA49204582
PAA41473984,PAA29240335,Raytheon,467 Ellington Loop,La Puente,PA,25715,TC8091-9035
PAA44539106,PAA02804619,931 Waverly Place,929 Amador Estate,Des Plaines,PA,99224,PAA80969689
PAA97443393,TC1954-5959,Asian Solutions,185 Miles Place,Macomb,PA,44038,TC9497-4167
PAA79278821,PAA15354834,ManPower,509 Stoneman Ferry,Delray Beach,PA,59750,PAA13305195
PAA00527859,PAA80560928,648 Newton Motorway,118 Bertie Minor Ranch,Moorpark,PA,03300,PAA44080673
PAA56416254,PAA33292575,121 Jose Sarria Alley,134 Levant Bend,St. Cloud,PA,06961,PAA70955941
PAA93463158,PAA38842585,1017 Sparta Freeway,144 Case Heights,Livonia,PA,26282,TC7094-9823
PAA25727848,PAA16524975,1251 Surrey Manor,1244 Wallen Drive,Greenbelt,PA,78256,TC7666-3804
PAA62495711,TC9054-1974,547 Mangels Heights,727 Parnassus Extension,Lenexa,PA,47387,TC5372-2959
PAA57842331,PAA20297748,812 Flint Park,464 Young Road,Maricopa,PA,25232,TC0873-2784
PAA01616981,TC7825-7228,Pizza Hut,299 Sumner Circle,Valparaiso,PA,10716,PAA45459978
PAA05787090,PAA62123245,Asian Solutions,267 Gough Loop,Monterey Park,PA,86685,TC2520-3511
PAA26411262,TC9661-3485,1012 Bowling Green Turnpike,912 Cunningham Run,Fayetteville,PA,33697,TC0007-4777
PAA29725163,PAA39954385,Total Sources,1296 Taylor Plaza,Murrieta,PA,65519,TC5926-4345
PAA69256268,PAA20887095,1300 Drake Crescent,1177 Black Estate,Morton Grove,PA,33792,PAA34112824
PAA16535228,PAA76870126,Vistikon,844 Rudden Bend,New Berlin,PA,07003,PAA65173827
PAA68140251,TC9930-1482,992 South Van Ness Highway,199 Williar Landing,Lawrenceville,PA,99588,TC5064-2418
PAA72977556,PAA18392177,Adapt,63 Craut Center,Rockwall,PA,49086,TC1282-9246
PAA08396332,TC5536-4001,873 Byron Boulevard,877 Newton Freeway,Eden Prairie,PA,72395,PAA65699218
PAA35669064,TC3550-4602,"Wells Fargo Bank, N.A.",1237 Munich Crescent,Huntley,PA,14245,TC8710-6264
PAA08503409,TC9631-7083,792 Arago Parkway,209 Velasco Plaza,Tacoma,PA,12007,TC0168-0067
PAA50023444,PAA03495756,AMC Entertainment,686 Palmetto Ranch,Cedar Falls,PA,43688,TC3926-1497
PAA75019883,PAA01108108,407 Alvord Court,337 Chestnut Route,Creve Coeur,PA,88516,PAA69163052
PAA76267511,PAA01556638,1168 La Playa Motorway,485 Harold Spur,Pharr,PA,67914,PAA77215215
PAA04245769,PAA37972015,Boston Acoustics,210 Stillings Street,Mamaroneck,PA,71907,PAA56950099
PAA97284089,TC2786-4903,706 Lowell Trail,185 Pinar Cove,Johnstown,PA,14239,TC7938-3499
PAA57909230,TC6104-7572,710 Oliver Mews,1353 Emerson Path,St. Louis Park,PA,36519,PAA10813237
PAA95824341,TC5991-4203,260 Devonshire Boulevard,1343 Minerva Hill,Alsip,PA,92293,PAA37824293
PAA06232383,TC7965-5680,A Plus Lawn Care,242 Retiro Shore,Lynn,PA,11482,PAA87961738
PAA73839782,TC3160-8006,"Springfield Armory, Inc.",1016 Wabash Lake,Normal,PA,10112,TC9273-5808
PAA09774917,TC3818-0361,Rayovac,963 Worcester Expressway,Neenah,PA,49265,TC9727-8878
PAA01128384,TC2163-4201,1346 Ignacio Estate,951 Linda Shore,North Port,PA,87570,TC9132-3402
PAA04345012,TC7970-3031,Superior Appraisals,807 College Ferry,Portland,PA,34722,PAA24501166
PAA49882179,TC5238-8735,Vari-Tec,590 Mahan Pike,Broken Arrow,PA,75393,TC4985-7088
PAA34483530,PAA74244681,1375 Edna Junction,561 Vara Pass,Garfield Heights,PA,50733,PAA66988022
PAA56802802,TC8567-7775,Grass Roots Yard Services,395 Upland Crossing,Corona,PA,90075,PAA65373367
PAA42387529,TC4054-3097,America Online,313 Delmar Expressway,Beverly,PA,18580,TC4423-6478
PAA21863163,PAA05151551,435 Urbano Estate,953 Avenue Of The Palms Park,Hopkinsville,PA,55339,TC0862-7648
PAA09468020,PAA97518907,Omni Source,149 Kittredge Boulevard,South Gate,PA,98705,TC3815-2576
PAA11755797,PAA58859518,GEICO,475 Stoneman Pike,Lakeland,PA,18416,PAA76516751
PAA65602921,TC3682-0251,922 Wall Crescent,1072 English Crescent,Alamogordo,PA,08692,PAA22862557
PAA20163490,TC4223-6183,Brilliant Home Designs,1179 Burnside Pike,Kissimmee,PA,26710,TC6292-3940
PAA22867258,PAA17720850,1393 Raccoon Circle,1054 Pico Ranch,Cranston,PA,38340,TC3606-2774
PAA42827973,TC9372-8363,942 Merced Row,1330 Poppy Point,Iowa City,PA,15029,TC2389-6619
PAA55778582,TC1217-0295,Fisker Automotive,1035 West View Landing,Enid,PA,46935,TC9059-7496
PAA23615733,TC0199-5116,874 Bay Shore Route,295 Ruger Freeway,Deerfield Beach,PA,61997,TC4499-4446
PAA79718541,TC4748-6699,1313 Elizabeth Ferry,150 Waldo Expressway,Wyoming,PA,78256,TC8579-7429
PAA73371345,TC6198-2471,92 Ankeny Green,1204 Welsh Park,Port Orange,PA,24323,PAA05809548
PAA13151773,TC6022-3880,Complete Tech,711 Cuba Estate,Troy,PA,64680,TC8120-2155
PAA10856186,PAA92327384,Zoom Technologies,130 Oscar Freeway,Draper,PA,18753,TC6883-2405
PAA52021759,PAA39155276,1364 West Bayou,123 Galilee Court,Norwalk,PA,01939,TC3655-5391
PAA02178055,TC2054-2003,Open Interface,934 Bowley Path,Shively,PA,66753,PAA48123028
PAA00592623,TC6811-2737,Popeyes Chicken & Biscuits,418 Deems Walk,Lindenhurst,PA,56041,TC9256-5308
PAA91559935,PAA71175889,1271 Chilton Green,454 Warren Alley,Kernersville,PA,28368,PAA07643447
PAA56544816,PAA87679633,Warner Bros. Entertainment,95 Allston Center,Galt,PA,82756,TC7013-3214
PAA21678643,TC1023-6729,Sonic Solutions,939 Beulah Lake,San Marcos,PA,96049,PAA05105429
PAA08552531,PAA26881710,Airgas,610 Richard Henry Dana Stravenue,Arroyo Grande,PA,54701,TC6606-1657
PAA21997332,PAA26250392,Realty Zone,940 Louisiana Gardens,Vista,PA,29086,PAA71920997
PAA47330969,PAA52579997,Zig Zag Children Clothes,1270 Lone Mountain Bayou,Chambersburg,PA,08009,PAA68575883
PAA38598886,PAA85334221,475 Signal Road,812 Plymouth Street,El Mirage,PA,93386,PAA34854631
PAA79390074,PAA92872747,255 West Halleck Boulevard,102 Circular Circle,Layton,PA,22702,PAA25885885
PAA91541869,TC9454-2216,983 Stoneman Annex,974 Tampa Hill,Edgewater,PA,27554,TC7618-5586
PAA74951735,PAA33768447,Zoo York,1374 Delancey Gardens,Independence,PA,35719,PAA45713668
PAA29741792,PAA83748346,201 Woodward Loop,1373 Executive Park Bridge,Knoxville,PA,74685,PAA04755369
PAA63636974,PAA47817971,15 Ewer Manor,795 Main Parkway,Gilbert,PA,09611,PAA47264569
PAA74163476,PAA07819075,Life Map,1201 Forest Row,Mount Vernon,PA,43005,TC0804-4662
PAA27577130,TC1549-8433,US Airways,1058 Farragut Glen,The Colony,PA,96547,TC0716-4753
PAA98051911,TC0108-8237,SAIC,833 Church Parking Lot Avenue,Leawood,PA,30618,PAA18363081
PAA58164154,PAA56693580,1220 Lester Arcade,81 Spencer Annex,La Verne,PA,39431,TC7161-3565
PAA31840702,TC7772-3049,Silicon Image,808 Van Keuren Annex,Wellington,PA,80998,TC7934-8397
PAA06379907,TC3246-5667,549 Grattan Ranch,1245 Venus Loop,Shoreview,PA,48704,PAA41899717
PAA95088899,PAA89000051,Electronic Arts,233 Santiago Lake,Mill Creek,PA,16494,TC4918-3371
PAA82992506,TC5745-9116,Monmax,1360 Dutch Windmill Access Circle,Great Falls,PA,78002,TC5320-2192
PAA26712382,TC9238-3661,314 Hayes Lane,725 Hancock Landing,Tulare,PA,19498,TC7267-1780
PAA38776279,PAA26605290,1245 Corbin Extension,1121 Double Rock Terrace,Jacksonville,PA,78753,PAA07522689
PAA46890332,PAA93101022,900 Hunt Shore,584 Seawell Lake,Cuyahoga Falls,PA,69124,TC1119-0670
PAA97705149,TC2177-2921,Jack in the Box,303 Bayview Park Bypass,Corona,PA,66717,PAA07500003
PAA94781904,TC8671-3017,Solid Future,928 Silliman Road,Dickinson,PA,05015,TC0063-3303
PAA57248420,PAA41157156,165 Kinzey Spur,1103 Elliot Avenue,Austin,PA,07542,PAA43833940
PAA43528384,PAA33226025,Northwest Airlines,556 Locust Mews,Wilsonville,PA,35942,TC7212-7500
PAA83410298,PAA37823708,Bebo,1316 Pulaski Annex,Woodridge,PA,75017,TC5944-7472
PAA93268374,PAA40590176,1311 Gallagher Bridge,70 Dore Alley,Hays,PA,34987,TC7209-5352
PAA53680134,PAA90319183,Exact Solutions,733 Pinto Station,Lathrop,PA,57036,TC2093-9386
PAA36082828,PAA17471252,Target Realty,359 Natoma Run,Gastonia,PA,30693,TC5352-2644
PAA50955600,PAA06318154,Express Merchant Service,701 Rutledge Boulevard,Pinellas Park,PA,42962,PAA08830955
PAA74486748,PAA65992135,306 Don Chee Parkway,538 Merriam Road,Rialto,PA,79830,TC2935-0960
PAA32935701,PAA85603686,103 Thomas More Crossing,633 Chase Run,Stephenville,PA,22167,TC2075-4424
PAA25874117,TC2976-3404,Amazon.com,1303 Turquoise Trail,Tarpon Springs,PA,76660,TC0823-2254
PAA72326411,TC1530-5060,226 West Portal Canyon,290 Milton Highway,Avon Lake,PA,56583,TC4146-2052
PAA74732396,PAA90761016,328 Whitney Young Road,1328 Osceola Street,Pascagoula,PA,25559,PAA98211087
PAA23859967,PAA69328731,ChexSystems,160 Clement Highway,El Centro,PA,50036,PAA98336867
PAA65096707,TC0295-0364,160 Aloha Lake,809 Brotherhood Center,Crestview,PA,99752,TC6377-5171
PAA67608014,PAA97219694,743 Boardman Green,280 Seymour Mews,Millbrook,PA,19829,PAA39126421
PAA73175559,PAA83313560,347 Carmelita Path,806 Vermont Boulevard,Madison,PA,31690,PAA37040959
PAA75760330,TC3725-6113,Planet Profit,444 Minnesota Crossing,Hinsdale,PA,19358,PAA00752860
PAA41889096,TC3374-8312,PACCAR,151 Jewett Pass,Wentzville,PA,31131,PAA02840488
PAA20101850,TC5787-4295,Belk,489 Stillings Parkway,Inver Grove Heights,PA,16402,TC1814-9943
PAA88984411,PAA60634861,AMC Entertainment,1225 Valdez Point,West Covina,PA,01838,PAA31550209
PAA33452021,TC7132-0039,Silicon Graphics,36 Vallejo Park,Round Rock,PA,24709,TC4640-4005
PAA72586783,PAA87226475,One-Up Realtors,601 Hodges Shore,Bountiful,PA,28713,PAA16272709
PAA20860855,TC6277-3010,273 Signal Glen,605 Jersey Crossing,South San Francisco,PA,55176,TC0507-7494
PAA54133537,PAA22339506,648 Rosenkranz Manor,995 Arco Terrace,Montrose,PA,00917,PAA33500981
PAA14394604,PAA23653444,Georgia Pacific,1131 Hugo Manor,Greenville,PA,52831,PAA91869909
PAA86001590,TC2673-0190,829 Oak Park Circle,837 Forest Side Estate,Newburgh,PA,30349,TC3685-2837
PAA23877723,TC7051-6186,"PalmSource, Inc.",917 Benton Creek,Bensenville,PA,00419,TC9735-8596
PAA64710501,PAA62416784,Monk Home Funding Services,952 De Long Cove,Mill Creek,PA,10408,PAA68227915
PAA43379303,PAA49421963,781 Chabot Road,259 Armory Viaduct,Jackson,PA,10969,TC7829-0967
PAA47232524,PAA71475953,1026 Petrarch Gardens,425 Saddleback Bridge,Adrian,PA,49013,PAA22706620
PAA59809555,PAA61717330,237 Entrada Ranch,393 Rutledge Pass,Yonkers,PA,72907,PAA96901279
PAA24435236,TC5976-4768,719 Vienna Cove,1373 Rossi Route,Raymore,PA,35191,TC0949-4122
PAA46934219,PAA80388477,636 Meda Lake,490 Clementina Park,Hesperia,PA,74286,TC1732-8982
PAA40213618,TC4725-3033,Novellus Systems,1255 Faith Ferry,Lewiston,PA,73770,TC2446-8562
PAA58192904,PAA72888634,1135 Blanken Garden,90 Martin Luther King Jr Arcade,Davenport,PA,32726,TC5894-0999
PAA01070703,PAA59212703,Union Oil Company of California,192 Bluxome Bayou,Allen,PA,64540,TC5154-8716
PAA61937932,PAA02892305,Arizona Stock Exchange,306 Marsily Road,Walnut,PA,89399,PAA03536726
PAA57216711,PAA85803241,234 Dixie Bypass,321 Saint Marys Lake,Madison,PA,13322,PAA59980347
PAA56083536,TC3359-9855,Bank of New York Mellon,552 Monument Mews,Hammond,PA,04529,TC1848-1904
PAA80019727,PAA01192588,Entergy,1053 Evans Run,Petersburg,PA,97257,PAA56678401
PAA89389081,TC9649-9753,120 Valdez Estate,726 Kramer Terrace,Brookfield,PA,90732,PAA36561228
PAA66220096,PAA29158761,Quest Technology Service,674 Horace Junction,Norristown,PA,94050,PAA08147069
PAA79927667,TC1917-7157,978 Ames Crossing,1146 Davidson Court,Charleston,PA,39529,PAA95956185
PAA20207378,PAA65676438,778 Baker Terrace,996 Peter Yorke Bypass,Mountain Brook,PA,53021,TC7113-5571
PAA77112939,PAA54900054,1226 Marston Annex,969 Cyrus Hill,Edwardsville,PA,96284,PAA29687094
PAA82215105,PAA87039756,Aspyr Media,1285 Montalvo Arcade,Anchorage,PA,23394,TC6018-3903
PAA28562953,TC9009-7996,Western Digital,693 Hollister Avenue,Parker,PA,78501,TC2319-5834
PAA39879173,PAA71342446,808 Maywood Place,933 Grattan Boulevard,Weirton,PA,07843,TC0342-2817
PAA49462203,PAA55246912,1052 Hillway Landing,803 Bright Viaduct,Wasco,PA,54261,TC6371-4462
PAA31331461,PAA90263872,SanDisk,866 Lancaster Lake,Somerville,PA,25133,TC4222-2894
PAA81113335,PAA69124624,1326 Wildwood Circle,1053 Greenwich Highway,Lake Havasu City,PA,08739,PAA64880173
PAA93116721,TC7469-7778,Flexus,280 Acadia Motorway,Garner,PA,39857,PAA31494940
PAA81415527,TC9048-9828,1188 Short Parkway,725 Bernal Heights Pass,Yucca Valley,PA,23877,TC1410-0141
PAA87244566,TC6802-9878,797 Danvers Court,473 South Hughes Extension,Midlothian,PA,34791,PAA22204045
PAA93511468,PAA33917791,1125 Bedford Trace,169 Cielito Estate,Stillwater,PA,00655,TC1613-0508
PAA67901369,PAA05979770,1212 Noriega Trace,282 Recycle Mews,Cerritos,PA,27296,TC7283-6978
PAA37099157,PAA88199464,Aleris International,1181 Winfield Avenue,Galesburg,PA,77184,TC9254-2826
PAA83083577,TC7434-3605,Farnod,436 Digby Highway,Port Angeles,PA,45253,PAA45233525
PAA59708551,TC3263-2233,Storage Technology Corporation,1194 Junipero Serra Manor,Watsonville,PA,93345,PAA53481298
PAA91344419,TC9512-1222,132 Breen Creek,1183 Spruce Expressway,Fair Lawn,PA,26565,PAA78695089
PAA19335450,PAA53752122,Netaid,210 Toland Motorway,Greenville,PA,32815,TC7943-7226
PAA80579076,TC5319-7666,Vectren,1238 Joost Park,Eagan,PA,51133,TC8720-9501
PAA64212565,PAA28909993,435 Esquina Gardens,1072 Pennington Viaduct,Parma,PA,35428,TC1749-7956
PAA49615823,TC5908-9273,Facebook,1170 Salmon Freeway,Sacramento,PA,39039,PAA37096260
PAA21085527,PAA65502500,Aflac,192 Wetmore Crescent,Tustin,PA,29451,PAA16257735
PAA76420600,PAA60834942,Discover Financial Services,173 Rosella Row,Greensboro,PA,31774,PAA78540512
PAA46839940,TC5482-9082,Strategy Planner,1217 Head Arcade,Madisonville,PA,89275,PAA70103602
PAA05113958,PAA96506804,1208 Antonio Viaduct,849 Old Chinatown Bayou,Sunrise,PA,37176,PAA41849284
PAA50168858,TC0455-1875,Bebo,273 Anthony Bypass,Hattiesburg,PA,69979,TC9091-0561
PAA04332080,PAA67369248,1268 El Dorado Hills,347 Bernard Plaza,Carson City,PA,63741,PAA02072769
PAA68280633,TC5930-5417,245 Green Parkway,88 Florida Ranch,Little Elm,PA,64419,TC2754-9076
PAA39850221,PAA54665991,Altria Group,1013 Bowling Green Ferry,Woodburn,PA,25754,TC9166-4902
PAA58147508,TC7714-0325,Zaxby's,728 Brunswick Junction,Pleasant Hill,PA,06092,PAA52107154
PAA26546352,PAA05977043,1323 Pasadena Expressway,997 Lansdale Expressway,Sanger,PA,86925,TC6212-0948
PAA20976829,TC7324-8359,494 Hemdale Square,744 Fayette Arcade,Hopkinsville,PA,97883,TC6547-2782
PAA37008603,PAA98070086,Bradley Pharmaceuticals,375 Jack Kerouac Garden,Covington,PA,08820,PAA99720159
PAA82748303,TC1155-0805,Opti-Tek,39 Olympia Creek,Folsom,PA,82347,PAA70420776
PAA05419061,TC1423-6464,ION Media Networks,1097 Terrace Stravenue,New Braunfels,PA,74798,PAA31137521
PAA82052880,PAA65711825,WWW Realty,523 Stigwood Road,Aiken,PA,41585,TC4164-8564
PAA08044302,PAA80194544,JN-International Medical Corporation,1076 Wabash Junction,Hartford,PA,12449,PAA46979605
PAA42630145,PAA21221300,963 Samoset Boulevard,978 Bush Field,South Gate,PA,56493,PAA74740974
PAA75797031,PAA64492658,1009 Holland Bridge,254 Edgehill Ranch,South Elgin,PA,44250,TC1585-6015
PAA05525566,TC1117-2415,599 Olive Bypass,1149 Bepler Trace,Hastings,PA,57501,TC3517-8235
PAA04607477,TC8720-3677,Hornbeck Offshore Services,258 North View Arcade,Plymouth,PA,78833,TC7029-8686
PAA50234451,TC3239-4557,Complete Tech,1386 Holyoke Pine,Avenal,PA,54881,PAA45152094
PAA73089922,PAA14505584,Atlas Architectural Designs,1164 Wayne Creek,New Rochelle,PA,70061,PAA46467259
PAA30022466,TC5991-6931,Houchens Industries,480 Castle Lake,Rancho Cordova,PA,85463,TC6820-8188
PAA26444650,PAA57833617,1359 Vista Green,653 Nevada Lake,Durant,PA,55824,PAA52445378
PAA57549824,PAA24670140,312 Brighton Circle,130 Cosmo Center,Orlando,PA,14951,TC2321-2446
PAA96944284,PAA96270772,133 El Camino Del Mar Lodge,62 Masonic Heights,Arroyo Grande,PA,40823,PAA39291152
PAA81716448,TC6206-3879,1232 Metson Crossing,804 Highland Place,Oak Creek,PA,07544,PAA81512275
PAA18995916,PAA51395909,918 Guerrero Park,665 Alton Pine,Belle Glade,PA,14671,TC8220-1588
PAA64756250,TC6883-0784,1381 Brooks Motorway,369 Stevenson Lake,Charlotte,PA,31579,PAA76008956
PAA27170313,PAA90647945,Pro Star,151 Agua Grove,Walker,PA,88713,PAA97699758
PAA12031513,TC3981-5695,DC Comics,316 Mccormick Mall,Salem,PA,64633,PAA36432721
PAA10673696,PAA11091123,65 John Shore,14 Rockland Ferry,Fort Lauderdale,PA,34088,TC5093-1479
PAA55313125,TC0161-8887,778 Buchanan Expressway,774 Valdez Lodge,Pine Bluff,PA,72349,PAA77139892
PAA88646898,TC9140-7899,Citigroup,930 Islais Expressway,Monroeville,PA,11088,TC9020-9099
PAA23686749,PAA30099239,Supervalu,623 Newell Boulevard,Brea,PA,74367,TC6877-6787
PAA05159476,PAA94273265,170 Rickard Turnpike,66 Bigelow Boulevard,Cleveland Heights,PA,47132,PAA84732278
PAA45054101,TC4174-6828,Eli Lilly and Company,1306 Truett Ranch,Andover,PA,12575,PAA70800856
PAA87352961,PAA44571974,Landskip Yard Service,3 Fifth Shore,McDonough,PA,03919,PAA01686600
PAA10089403,PAA39564407,Vitamax Health Food Center,537 Mallorca Crescent,Lomita,PA,39109,TC7970-3953
PAA04344525,PAA79593320,Albertsons LLC,810 Santiago Hill,Cathedral City,PA,98566,PAA25109339
PAA65245903,PAA62011405,1264 Telegraph Lake,667 Wetmore Arcade,Laurel,PA,07459,PAA47869570
PAA25583023,PAA23063501,31 Spruce Stravenue,670 Bryn Mahr Point,Millville,PA,65286,PAA20990850
PAA96134843,TC1221-4332,975 Cordelia Mall,948 English Creek,East Peoria,PA,08439,TC2843-6336
PAA58919961,PAA85469222,Nortax,50 Cottage Plaza,Cleburne,PA,15455,PAA39957294
PAA85690948,PAA87796415,Mission You,269 Bigelow Hills,Bessemer,PA,29146,TC1999-4196
PAA19899678,PAA40410364,AMETEK,490 Dore Drive,Lincoln,PA,62445,PAA86942681
PAA45966926,TC8017-1431,355 Colonial Spur,1210 Mansfield Motorway,Oviedo,PA,76243,TC5464-6345
PAA76056866,PAA19006072,Qwest,1 Diamond Cove Path,Hinesville,PA,47250,PAA43368622
PAA52602429,TC9887-5146,Hilton Hotels Corporation,644 Camp Trace,Torrance,PA,66285,TC5020-8340
PAA92632739,PAA48161610,International Game Technology,770 Baden Run,Mission Viejo,PA,40527,TC4766-8809
PAA70862584,TC1630-2846,Independent Investors,1120 Modoc Bypass,Winter Garden,PA,43732,TC7721-2187
PAA75437603,PAA78493094,676 Berkshire Glen,158 Gold Lodge,Searcy,PA,59689,TC1593-1554
PAA36645147,TC4937-1170,1118 Ashburton Expressway,176 Dutton Turnpike,Jackson,PA,05926,PAA48519376
PAA85139681,PAA12008956,Avery Dennison,550 Irving Circle,Aiken,PA,67577,TC0664-0588
PAA58401477,PAA66524749,951 Crestlake Terrace,329 Quintara Station,Palm Beach Gardens,PA,54922,PAA05117727
PAA24838237,PAA71921375,Boston Scientific,709 Vernon Glen,Delano,PA,08645,TC9837-9611
PAA50662836,TC3368-8238,390 Dawnview Crossing,465 Oak Access Station,Elgin,PA,21082,PAA66080810
PAA38237058,PAA69514404,Goldman Sachs,1197 Gay Heights,Jupiter,PA,91313,PAA87408457
PAA56633167,PAA89741293,Strength Gurus,1210 Russ Lodge,Cedar Falls,PA,35312,TC3492-8083
PAA98781665,PAA25590726,Dippin' Dots,542 Veterans Bridge,Beverly,PA,31208,PAA10084062
PAA93535653,PAA38647761,1052 Ggp Access Road Highway,871 Owens Center,St. George,PA,96891,TC6351-3097
PAA34886173,PAA53475984,656 Aquavista Path,756 Virginia Crescent,Decatur,PA,16578,TC9934-4122
PAA82344144,TC7236-6473,Converse,369 Thornton Freeway,Queen Creek,PA,61746,PAA27953817
PAA74959250,TC0511-2126,186 Mclaren Lodge Access Viaduct,513 Aptos Manor,Everett,PA,70090,PAA52658312
PAA37902961,PAA70002157,21 Bronte Mall,554 Kohler Terrace,Slidell,PA,20626,TC9068-0110
PAA68406344,TC1313-8419,Success Is Yours,1076 Santiago Rapids,Duncan,PA,47433,PAA83083488
PAA86286562,PAA62889918,58 Cochrane Turnpike,1217 Granada Pass,Plainview,PA,48895,TC8722-3580
PAA39525287,TC2473-3545,737 Isis Garden,530 Rey Ferry,Johnson City,PA,34978,TC6950-6683
PAA13823193,TC2337-1629,1144 Locksley Path,188 Woodhaven Court,New Philadelphia,PA,31380,PAA16450882
PAA52855576,PAA18038734,Expeditors International,401 Fuente Boulevard,Monrovia,PA,57184,PAA22738839
PAA82878191,PAA68061428,438 Koret Terrace,1310 Arballo Station,Carrboro,PA,98758,TC5646-1069
PAA25957419,TC1073-2436,311 Via Bufano Crescent,5 Madera Court,Attleboro,PA,90827,PAA83100592
PAA18914786,TC9696-0897,686 Pinto Bend,1367 Utah Turnpike,Hickory,PA,22818,PAA67603514
PAA03869401,PAA51188817,220 Brussels Crescent,840 Safira Plaza,La Habra,PA,73075,TC4330-1608
PAA90466195,PAA96343487,1214 Kenwood Station,782 Pinehurst Landing,Federal Way,PA,08757,TC4968-5564
PAA81637417,TC4060-9462,451 Ardenwood Place,752 Augusta Garden,Parma,PA,28292,TC4933-6390
PAA27383123,TC5914-7560,Target Corporation,448 Ripley Route,Lynnwood,PA,44184,TC4956-3535
PAA14717042,PAA21014054,909 Battery Wagner Hills,1122 Modoc Expressway,Bellaire,PA,91496,TC2361-1279
PAA97545325,TC2824-7100,Enterprise GP Holdings,521 Dove Lodge,Hesperia,PA,19040,PAA22954362
PAA42459494,TC3377-9202,291 Bayside Place,758 Hahn Canyon,Orange,PA,39475,PAA88444329
PAA04625740,TC4302-9238,477 Dawson Bridge,1190 Naglee Road,Beaumont,PA,77369,TC0450-7477
PAA84634387,TC2518-5486,283 Vine Crescent,164 Rosewood Expressway,Fort Worth,PA,45326,PAA18592258
PAA99396104,TC8803-5749,1194 Hamilton Heights,339 Harbor Estate,Beavercreek,PA,65531,PAA00493296
PAA08772756,PAA24750171,128 Skyline Trail,486 Bird Glen,Santa Rosa,PA,20583,TC1967-9218
PAA91791186,TC9353-8715,Yahoo!,365 Meacham Landing,Rolling Meadows,PA,75338,PAA08514441
PAA23857583,TC5408-2012,Allen Organ Company,834 E Mall,Ennis,PA,55994,TC6790-3383
