lihtc_project_id,normalized_state_id,latitude,longitude,census_tract,census_tract_2000,county_fips_code,municipality_fips,hud_property_name,property_street_address,city,state,zip_code,units,assisted_units,count_0br,count_1br,count_2br,count_3br,count_4br,federal_id,state_id,lihtc_credit,lihtc_construction_type,lihtc_year_allocated,lihtc_year_in_service,lihtc_amount,fmha_514_loan,fmha_515_loan,fmha_538_loan,scattered_site_ind,geom,geom_webmercator
PAA52020500,PAA73371188,40.42527857570356,-80.26429972291591,42082861714,42079009344,42007,3005227,Biomet,40 De Montfort Mews,Mesa,PA,36249,87,174,191,38,94,2,52,PAA49492755,PAA16972415,70 percent present value,New construction,2015,1980,None,,False,,Y,POINT (4500121.426223552 -15710400.295509268),POINT (4500121.426223552 -15710400.295509268)
PAA82238659,PAA36557201,40.65367580940147,-79.85284593259426,42059933377,42059455113,42004,9542787,Alienware,1194 Ccsf Parking Lot Stravenue,Leominster,PA,31652,452,592,38,24,11,34,32,PAA51230638,TC3296-5388,30 percent present value,Acquisition and Rehab,1983,2011,None,,False,True,N,POINT (4525546.489977395 -15445056.336202681),POINT (4525546.489977395 -15445056.336202681)
PAA41748833,TC8963-6946,40.531834990257956,-80.21427596340027,42019564215,42067394541,42006,1525574,460 Baltimore Extension,1065 Flournoy Route,Boston,PA,95352,532,359,244,116,44,43,28,PAA41105084,PAA40939934,Both,New construction,2021,2012,70268,False,,True,Y,POINT (4511983.232032504 -15677553.554691264),POINT (4511983.232032504 -15677553.554691264)
PAA09997276,PAA23431272,40.42712331586827,-80.09024700803948,42089169142,42080936745,42001,8300291,173 Vista Garden,870 Kate Mews,Bozeman,PA,29588,230,292,366,171,86,74,13,PAA88708326,TC4411-6259,Both,Acquisition and Rehab,2002,2000,None,,False,,N,POINT (4500326.781759334 -15596825.124950437),POINT (4500326.781759334 -15596825.124950437)
PAA42422889,PAA60017853,40.497069872568595,-79.82876704673447,42093837367,42053438457,42009,5213550,1378 Morning Glory Station,1311 Casitas Garden,Post Falls,PA,54511,654,324,38,19,98,93,65,PAA26555618,TC1926-1621,None,Acquisition and Rehab,1991,2012,86276,,,False,Y,POINT (4508113.196833956 -15429859.637786841),POINT (4508113.196833956 -15429859.637786841)
PAA08071212,PAA70064981,40.45275896245284,-79.81542252006496,42061686808,42083481416,42006,3640149,1012 Briarcliff Path,30 Pulaski Mews,Tupelo,PA,45212,655,509,375,126,76,46,8,PAA00549560,PAA29276458,30 percent present value,Acquisition and Rehab,1993,1984,61100,False,True,,N,POINT (4503180.528883284 -15421452.945923083),POINT (4503180.528883284 -15421452.945923083)
PAA08752547,TC1907-6760,40.489767454798326,-79.790523796531,42062940734,42078000211,42009,9835107,Sunoco,556 West Halleck Gardens,Orland Park,PA,30558,100,196,282,168,10,33,73,PAA94122915,TC6166-6097,Both,Acquisition and Rehab,2020,2023,None,False,True,False,Y,POINT (4507300.29540621 -15405796.519582994),POINT (4507300.29540621 -15405796.519582994)
PAA04256635,PAA31285271,40.45582511179452,-80.04502681772234,42072309430,42006551457,42002,0199127,709 Hunters Point Hill,814 Harlem Square,Rohnert Park,PA,34072,557,420,317,167,7,9,45,PAA52250053,PAA68641955,70 percent present value,Acquisition and Rehab,1980,2008,None,,False,False,N,POINT (4503521.8510666955 -15567640.659679236),POINT (4503521.8510666955 -15567640.659679236)
PAA30293142,PAA96262435,40.472084528086434,-80.02677312995436,42003998915,42097331290,42000,9674873,Electronic Data Systems,851 Benton Bridge,Ashland,PA,29026,638,491,5,119,62,59,47,PAA03198721,PAA21016361,None,New construction,2001,2021,None,,True,False,N,POINT (4505331.841008907 -15555897.1528113),POINT (4505331.841008907 -15555897.1528113)
PAA57242114,TC5016-1775,40.60048691730675,-80.17455464729984,42038846156,42035446523,42000,9832615,968 Balceta Cove,78 Aerial Point,Bloomington,PA,79234,58,486,297,179,54,18,47,PAA74818761,PAA34028503,30 percent present value,Acquisition and Rehab,1993,2009,None,False,True,True,Y,POINT (4519625.529593553 -15651589.851405708),POINT (4519625.529593553 -15651589.851405708)
PAA05143204,TC0737-3629,40.38667988014407,-80.19858799915637,42009227252,42052043789,42003,6113606,Go Daddy,410 Rondel Lane,Apex,PA,81628,432,135,52,129,3,9,7,PAA80255423,PAA49814478,70 percent present value,New construction,1996,1999,None,False,False,True,Y,POINT (4495824.639088585 -15667286.722868226),POINT (4495824.639088585 -15667286.722868226)
PAA76037575,PAA05950772,40.29029461338328,-79.92757795760717,42010652822,42091077709,42005,4209170,1215 Kamille Green,1039 Indiana Trace,Douglas,PA,14251,17,296,292,126,44,80,1,PAA19816245,PAA76292470,70 percent present value,Acquisition and Rehab,2021,1987,52697,,True,True,N,POINT (4485095.0802728 -15492449.579295892),POINT (4485095.0802728 -15492449.579295892)
PAA93095690,TC0037-7032,40.3784890106103,-80.0771649120577,42090636924,42011365835,42001,8498594,36 Henry Adams Route,787 Lisbon Creek,Terrell,PA,87458,108,308,133,55,99,17,49,PAA10634055,TC5743-9852,None,Acquisition and Rehab,1995,2016,None,False,True,False,Y,POINT (4494912.835662932 -15588368.595872475),POINT (4494912.835662932 -15588368.595872475)
PAA13364415,TC8635-1920,40.4795918614097,-79.89320118791474,42098842773,42000395586,42005,4929898,Locost Accessories,564 Edie Run,Maple Grove,PA,96095,387,453,172,166,9,43,42,PAA69970205,TC6577-2871,70 percent present value,New construction,2008,1989,None,False,,True,Y,POINT (4506167.553531669 -15470605.59575203),POINT (4506167.553531669 -15470605.59575203)
PAA58417976,PAA07895093,40.273218549237924,-79.94752015429951,42084546138,42079675270,42006,9853629,429 Portal Field,527 Federal Pine,Parma Heights,PA,04104,77,280,147,20,53,38,18,PAA87782399,PAA06904645,None,Acquisition and Rehab,1987,2012,None,,,True,Y,POINT (4483194.181507385 -15505155.262537157),POINT (4483194.181507385 -15505155.262537157)
PAA49701394,TC3601-0101,40.40403983849393,-80.1519911687652,42096470485,42085382838,42009,6324367,NBC Universal,181 Burnett Junction,Inglewood,PA,85537,148,255,66,97,31,17,49,PAA50107490,PAA52116736,Both,Acquisition and Rehab,2001,2009,None,False,False,False,Y,POINT (4497757.140812283 -15636887.559304334),POINT (4497757.140812283 -15636887.559304334)
PAA09441714,PAA49672244,40.556677470342564,-80.24053269678767,42089079718,42093125257,42002,9335721,Lumencraft,1361 Industrial Run,Battle Creek,PA,30739,301,394,19,102,24,11,66,PAA17540106,TC3247-9152,Both,Acquisition and Rehab,2012,2011,75012,True,True,True,N,POINT (4514748.684265564 -15694773.535656119),POINT (4514748.684265564 -15694773.535656119)
PAA50639829,PAA97804468,40.5222969941827,-80.295828711174,42004085737,42009041882,42008,8756523,46 Tara Mall,1141 West Halleck Crescent,New Brighton,PA,13267,81,462,29,70,76,47,32,PAA34696004,TC3150-7822,30 percent present value,Acquisition and Rehab,1993,2018,None,True,False,,N,POINT (4510921.467166219 -15731188.931033306),POINT (4510921.467166219 -15731188.931033306)
PAA99930671,PAA68773566,40.41025305646098,-80.16758922757765,42056209106,42087773020,42003,9058418,Enterprise GP Holdings,952 Miley Ranch,Buffalo,PA,74211,117,567,352,166,72,75,75,PAA18642584,PAA36215079,None,New construction,1991,1991,None,,,False,N,POINT (4498448.793072563 -15647047.641601749),POINT (4498448.793072563 -15647047.641601749)
PAA67418913,TC9055-3477,40.50633988504164,-80.21309761654618,42006957056,42014927495,42003,9696248,181 Crestmont Heights,981 Cervantes Viaduct,Huntsville,PA,64966,213,175,257,20,18,96,45,PAA00240437,PAA53125799,None,New construction,2010,1986,None,False,False,,Y,POINT (4509145.129902103 -15676781.831402047),POINT (4509145.129902103 -15676781.831402047)
PAA72025710,PAA52311067,40.41278620827517,-79.79564908574328,42097647122,42033923095,42002,5969954,Edge Garden Services,651 Rainey Run,Walker,PA,69828,522,334,6,63,36,22,11,PAA62477017,PAA11999703,30 percent present value,New construction,1980,2018,70516,False,False,True,N,POINT (4498730.782242621 -15409016.23369077),POINT (4498730.782242621 -15409016.23369077)
PAA78379827,TC9185-4618,40.51484262692352,-80.15214389297049,42095373413,42097778826,42002,6908685,677 Fell Access Run,282 Gateview Grove,Westminster,PA,43444,536,208,263,74,77,27,72,PAA83350720,PAA88782103,70 percent present value,New construction,1998,1997,15957,True,,False,N,POINT (4510091.65079874 -15636986.961759433),POINT (4510091.65079874 -15636986.961759433)
PAA93736604,PAA19277527,40.41796087411146,-80.16153299020735,42051908083,42091375894,42000,7245864,Kmart,448 Woodhaven Row,Altoona,PA,83600,229,339,53,186,72,93,61,PAA96147266,PAA65211001,70 percent present value,New construction,2014,1997,49898,True,False,True,N,POINT (4499306.823408542 -15643100.906084495),POINT (4499306.823408542 -15643100.906084495)
PAA68485448,PAA29223290,40.20949276964716,-79.83614003387568,42040467195,42083688370,42004,4473769,Zune,937 Pretor Bridge,Escondido,PA,65279,323,41,293,177,45,68,11,PAA85279823,PAA69844771,30 percent present value,Acquisition and Rehab,1987,1992,None,False,,False,Y,POINT (4476100.260172937 -15434509.102635281),POINT (4476100.260172937 -15434509.102635281)
PAA08009126,PAA03083387,40.34354759246722,-79.94869876475329,42009719609,42061877746,42008,1728885,Circuit Design,891 Raleigh Bridge,South St. Paul,PA,54068,532,506,109,160,21,89,6,PAA23843140,TC4807-0332,None,New construction,2005,1984,10034,False,True,,N,POINT (4491023.174787649 -15505906.965926785),POINT (4491023.174787649 -15505906.965926785)
PAA52818833,PAA42684360,40.30422262731521,-79.81660057907057,42040402097,42068546099,42001,9412469,300 Dolphin Landing,972 Evergreen Lodge,Beckley,PA,56957,417,509,267,178,72,100,65,PAA23033966,PAA47750805,Both,New construction,1989,2009,None,,False,,Y,POINT (4486645.539691464 -15422194.652582403),POINT (4486645.539691464 -15422194.652582403)
PAA70398739,TC4069-8755,40.5703037921226,-80.09095483515345,42077384741,42035905224,42003,9117754,Dick's Sporting Goods,15 Bluestone Canyon,Vancouver,PA,93260,306,227,25,186,59,58,45,PAA00824301,TC2948-6627,30 percent present value,New construction,2017,1996,None,False,True,True,N,POINT (4516265.559467504 -15597282.993701557),POINT (4516265.559467504 -15597282.993701557)
PAA97546997,PAA09502337,40.34163808748034,-79.97349656784156,42052621371,42007379788,42001,1653286,981 Alana Ferry,340 Polk Manor,Grand Island,PA,41395,238,188,274,195,85,97,14,PAA38235278,TC4752-5208,30 percent present value,Acquisition and Rehab,2007,1991,83432,False,,True,N,POINT (4490810.6096648425 -15521742.962619819),POINT (4490810.6096648425 -15521742.962619819)
PAA36033308,TC6874-7822,40.30520236144111,-79.9057350969761,42058268319,42090157376,42001,9362641,405 Clipper Lodge,631 Shipley Walk,Dallas,PA,05346,550,99,79,88,73,28,15,PAA43941726,PAA27592060,None,New construction,2010,2004,None,,,,Y,POINT (4486754.603195472 -15478561.471284272),POINT (4486754.603195472 -15478561.471284272)
PAA35473412,PAA71392860,40.65993987805712,-79.78847500345641,42020700534,42004759570,42004,2333209,Intelacard,807 Otsego Terrace,Santa Barbara,PA,99346,50,446,375,129,19,90,67,PAA54168771,PAA87023949,None,Acquisition and Rehab,1995,1995,35304,True,,,N,POINT (4526243.802910437 -15404509.912188077),POINT (4526243.802910437 -15404509.912188077)
PAA17436224,TC2276-6267,40.33048259867184,-79.94100736286508,42097944278,42032974863,42008,2172446,234 Daggett Pike,818 Mandalay Bypass,Plano,PA,77710,281,149,189,31,58,20,8,PAA61208678,PAA77734135,None,Acquisition and Rehab,2005,1994,16543,False,False,True,Y,POINT (4489568.78633113 -15501003.055589598),POINT (4489568.78633113 -15501003.055589598)
PAA82984742,PAA27895671,40.42619264464685,-79.9539520985931,42077138518,42011928148,42008,4100967,"Aaron's, Inc.",977 Merlin Highway,Howard,PA,17980,284,80,389,25,96,91,3,PAA77752745,TC1158-3879,None,New construction,1988,1988,None,True,,True,Y,POINT (4500223.179912869 -15509258.53959998),POINT (4500223.179912869 -15509258.53959998)
PAA93142424,TC7795-4856,40.48023201467701,-80.2382481107752,42005680319,42048649721,42008,4592401,H. J. Heinz Company,50 Charles Ferry,Pekin,PA,48559,437,25,355,41,27,69,60,PAA14078298,TC0947-0676,None,New construction,1989,2017,None,True,False,,Y,POINT (4506238.815067415 -15693273.412053097),POINT (4506238.815067415 -15693273.412053097)
PAA71614013,PAA12688237,40.23090887355297,-79.96055884581239,42034655812,42055967397,42000,6281188,Xerox,869 North Point Point,Winona,PA,78710,603,422,118,16,75,32,65,PAA15308884,PAA24697678,Both,Acquisition and Rehab,2000,2016,None,,True,False,Y,POINT (4478484.289954508 -15513476.040661389),POINT (4478484.289954508 -15513476.040661389)
PAA24319165,PAA57382971,40.25959852604148,-79.7902237616755,42025417938,42023502529,42001,8645750,157 Rosie Lee Alley,694 Armistead Grove,Reno,PA,90769,663,112,308,132,44,65,6,PAA97681837,PAA84543810,None,Acquisition and Rehab,2005,1984,65823,True,True,False,N,POINT (4481678.007460564 -15405608.0868042),POINT (4481678.007460564 -15405608.0868042)
PAA45419985,TC9151-2124,40.37852510273541,-80.21173391064018,42061473535,42073877987,42006,0043033,Take-Two Interactive,34 Santa Rita Grove,Burlingame,PA,01534,441,463,342,7,88,92,48,PAA54781044,PAA72306970,30 percent present value,Acquisition and Rehab,1999,2022,None,True,,True,Y,POINT (4494916.85341992 -15675888.827555597),POINT (4494916.85341992 -15675888.827555597)
PAA22528447,PAA86379470,40.387516394538615,-80.24660036878792,42003873645,42082382771,42007,7013335,Envirotecture Design,247 Byron Garden,Olympia,PA,14300,18,407,26,137,34,65,35,PAA21850213,PAA35054738,70 percent present value,Acquisition and Rehab,2015,1992,64251,,True,True,N,POINT (4495917.7594450265 -15698759.429181885),POINT (4495917.7594450265 -15698759.429181885)
PAA81024641,TC1997-9287,40.532183189681746,-80.2408264830959,42010770409,42003669220,42007,9790664,1300 Clay Field,1260 Raleigh Boulevard,Mesa,PA,58487,227,235,320,146,57,27,20,PAA64845409,PAA48693835,Both,New construction,1992,1983,78640,,,,Y,POINT (4512021.993415055 -15694966.469266098),POINT (4512021.993415055 -15694966.469266098)
PAA03782659,PAA40653498,40.5231944286916,-79.85972553268205,42094009850,42004968959,42005,9485692,433 Tara Mall,1185 Berry Extension Glen,East St. Louis,PA,19818,433,533,22,199,70,79,15,PAA21828841,TC9016-6862,Both,New construction,2013,2011,59961,False,,,Y,POINT (4511021.36911877 -15449404.752812095),POINT (4511021.36911877 -15449404.752812095)
PAA05161159,TC4347-5793,40.643024534993046,-79.99846296994038,42065786595,42015223305,42004,0573688,1272 Market Cove,1118 Aerial Ferry,Peoria,PA,04630,302,240,200,177,63,90,17,PAA92149955,PAA26819489,None,Acquisition and Rehab,2020,2023,97759,True,,True,Y,POINT (4524360.79553395 -15537725.837542905),POINT (4524360.79553395 -15537725.837542905)
PAA52792597,PAA02934540,40.493595286692795,-80.14065345331736,42058351184,42076803857,42006,2173027,Adapt,253 Langton Rapids,Mattoon,PA,46246,41,410,11,80,34,80,25,PAA91393186,TC4607-0438,30 percent present value,New construction,2006,2000,78862,,True,True,Y,POINT (4507726.407703544 -15629512.524950791),POINT (4507726.407703544 -15629512.524950791)
PAA41313651,PAA77285997,40.53934982282684,-79.9662718042152,42071527670,42010620566,42003,9320392,1153 Wayland Ferry,365 Toll Plaza Tunnel Place,South San Francisco,PA,18370,145,230,179,196,69,39,75,PAA49618218,TC0600-9920,70 percent present value,New construction,1986,2001,None,,False,True,N,POINT (4512819.779367469 -15517125.195549129),POINT (4512819.779367469 -15517125.195549129)
PAA57793247,PAA23960840,40.31797790018096,-79.92776433178017,42016849280,42095183845,42006,9067363,SBC Communications,847 Macedonia Bend,Key West,PA,62686,357,502,67,198,58,36,32,PAA06809260,TC9693-3706,Both,Acquisition and Rehab,1984,2000,82411,True,False,,Y,POINT (4488176.769662602 -15492568.207755242),POINT (4488176.769662602 -15492568.207755242)
PAA29022912,PAA18875701,40.460229300846436,-79.95615802887014,42057166873,42041765991,42006,5500932,BFG Technologies,1111 Avocet Pine,Bedford,PA,26853,338,362,229,113,30,41,7,PAA88242010,TC1979-2914,Both,Acquisition and Rehab,1984,2009,79688,True,True,True,N,POINT (4504012.123149313 -15510666.417879922),POINT (4504012.123149313 -15510666.417879922)
PAA17277076,TC6388-9706,40.479697363396554,-80.29144039944617,42074782054,42068015474,42007,1319407,702 Banks Crossing,47 Mill Place,Edina,PA,28726,353,231,164,89,94,22,31,PAA47356074,PAA80213497,70 percent present value,Acquisition and Rehab,1994,1983,None,False,True,True,Y,POINT (4506179.297959123 -15728291.494160831),POINT (4506179.297959123 -15728291.494160831)
PAA44110630,TC0757-3587,40.46442026827979,-79.70887490461888,42000552315,42052764647,42003,6252274,1124 Windsor Mill Square,813 Broderick Spur,Key West,PA,00725,619,320,231,132,86,2,40,PAA93740669,TC5471-7491,Both,Acquisition and Rehab,2013,2018,None,False,,False,Y,POINT (4504478.659509924 -15354719.099996077),POINT (4504478.659509924 -15354719.099996077)
PAA45507405,PAA31246943,40.43984251476686,-80.17804072467972,42048339215,42080306383,42006,8403495,342 Greely Creek,1270 Burr Bridge,Murray,PA,94547,162,493,391,117,73,29,58,PAA62501604,TC6735-2557,30 percent present value,New construction,2001,2011,None,True,True,,N,POINT (4501742.676504022 -15653864.349631278),POINT (4501742.676504022 -15653864.349631278)
PAA97134249,PAA39013699,40.67369174935696,-80.06840314413587,42037378222,42008830892,42005,4273462,957 Robert C Levy Bend,1157 Huron Motorway,Ruston,PA,63509,262,483,349,92,67,52,40,PAA78766757,TC5972-6209,70 percent present value,New construction,1985,2019,None,True,,True,N,POINT (4527774.65422099 -15582710.98282792),POINT (4527774.65422099 -15582710.98282792)
PAA03896694,TC3017-5209,40.34000926860168,-79.95289123287448,42006897043,42065547048,42006,4894829,108 Bedford Stravenue,624 Anthony Lodge,Modesto,PA,90023,364,514,241,187,36,15,44,PAA74309749,PAA56858176,Both,Acquisition and Rehab,1998,1980,None,,,,N,POINT (4490629.290376676 -15508581.578283938),POINT (4490629.290376676 -15508581.578283938)
PAA63034113,PAA58980897,40.64737906911692,-79.98640198090622,42046625400,42009780177,42004,6578752,1093 Burr Trail,680 Omar Turnpike,Lauderdale Lakes,PA,71269,227,579,150,157,100,4,7,PAA07412675,TC7861-7073,70 percent present value,New construction,2020,2022,None,True,,False,Y,POINT (4524845.540055262 -15529999.765169738),POINT (4524845.540055262 -15529999.765169738)
PAA07462520,PAA79169375,40.666071838118235,-80.06619838449286,42056713447,42050900889,42005,1410392,493 Divisadero Road,165 Maynard Heights,Beverly Hills,PA,20888,475,527,213,134,43,40,45,PAA97965552,PAA06959706,30 percent present value,Acquisition and Rehab,1985,1990,None,,True,True,Y,POINT (4526926.409582005 -15581288.112541102),POINT (4526926.409582005 -15581288.112541102)
PAA21142671,TC8346-8974,40.60528783158633,-79.72019651539104,42087101620,42056122135,42006,5134195,Apache Software Foundation,55 Front Park,Weirton,PA,70250,101,20,104,32,1,31,6,PAA13500408,TC3939-7570,70 percent present value,Acquisition and Rehab,1987,2001,79912,False,True,False,N,POINT (4520159.964926498 -15361777.614186976),POINT (4520159.964926498 -15361777.614186976)
PAA67226972,TC0626-6068,40.47657187376427,-79.8029842574185,42045791256,42099562582,42003,1071626,750 Guerrero Highway,169 Vernon Rapids,Wauwatosa,PA,22611,569,305,123,179,65,77,37,PAA53431793,TC9362-0882,70 percent present value,Acquisition and Rehab,2012,2021,65474,False,True,True,Y,POINT (4505831.370044777 -15413626.983827086),POINT (4505831.370044777 -15413626.983827086)
PAA50840998,PAA13848636,40.416763466334324,-79.9734717095084,42014430707,42058213333,42000,6151573,838 Barnard Ranch,518 Cloud Green,Missouri City,PA,38612,242,287,378,121,36,9,27,PAA74555311,TC9638-9699,None,Acquisition and Rehab,1992,1986,None,True,True,True,Y,POINT (4499173.528584519 -15521727.068566242),POINT (4499173.528584519 -15521727.068566242)
PAA69373768,PAA79297397,40.53971574695932,-79.91371529647697,42067689107,42063496837,42008,5780188,721 Emerald Cove Garden,716 Division Expressway,San Luis Obispo,PA,77762,142,301,193,60,50,82,49,PAA07443969,PAA68340044,None,New construction,2004,2005,None,False,False,True,Y,POINT (4512860.513855565 -15483631.983451568),POINT (4512860.513855565 -15483631.983451568)
PAA43100247,TC6198-5598,40.35994297451439,-79.93504322109412,42002907186,42029696951,42004,1224050,Abercrombie & Fitch,1368 Baltimore Junction,Allen Park,PA,39468,194,80,365,106,37,41,7,PAA45014904,TC0343-0122,Both,Acquisition and Rehab,1994,1984,67740,,True,,Y,POINT (4492848.300368501 -15497202.971551029),POINT (4492848.300368501 -15497202.971551029)
PAA11208496,PAA27727245,40.24347858780573,-79.92733624345983,42088496502,42024013073,42002,1314828,159 Moffitt Boulevard,196 Stigwood Viaduct,Chickasha,PA,64017,532,568,365,148,61,80,40,PAA51718555,PAA54655473,None,New construction,1984,2022,59944,True,,True,Y,POINT (4479883.544144542 -15492295.72979305),POINT (4479883.544144542 -15492295.72979305)
PAA11581671,TC4745-8117,40.38243601936318,-79.9019517933465,42095729328,42004760837,42001,5060241,Google,322 Steiner Mall,Santa Paula,PA,20308,302,240,219,139,56,95,5,PAA85515332,TC2264-3138,30 percent present value,New construction,2023,1984,24430,False,False,True,N,POINT (4495352.214667459 -15476158.99670321),POINT (4495352.214667459 -15476158.99670321)
PAA78955245,TC8876-3972,40.50289022192436,-80.29563525565622,42076442785,42061277156,42008,7831296,948 Cayuga Court,380 Bannock Plaza,Cupertino,PA,39271,16,374,96,145,19,82,16,PAA62923182,TC3619-3710,Both,Acquisition and Rehab,1981,1998,36768,,False,False,Y,POINT (4508761.115160479 -15731061.172304327),POINT (4508761.115160479 -15731061.172304327)
PAA76917200,TC9845-3486,40.551041095283715,-80.19956206521613,42099055244,42024480594,42003,9826744,KFC,888 Marsily Turnpike,Gallatin,PA,24370,637,419,153,197,94,55,34,PAA35803491,TC3627-1556,30 percent present value,New construction,2017,1994,None,,False,True,N,POINT (4514121.245864093 -15667923.716719935),POINT (4514121.245864093 -15667923.716719935)
PAA83334774,PAA34089016,40.65414273577581,-79.85983177619548,42004045452,42010906002,42008,2879890,Helping Hand,65 Catherine Expressway,Oak Harbor,PA,96416,359,12,210,10,73,19,19,PAA22123218,TC6709-2552,Both,Acquisition and Rehab,1985,1999,None,,,False,N,POINT (4525598.467983624 -15449471.929465894),POINT (4525598.467983624 -15449471.929465894)
PAA83726881,PAA99111126,40.5086432803636,-80.05815403816622,42030302006,42061180877,42004,6620431,198 Bella Vista Bypass,1091 Ezekiel Mall,LaGrange,PA,31209,672,97,137,83,52,12,33,PAA04538018,PAA68142942,70 percent present value,New construction,1987,2012,772,True,True,True,Y,POINT (4509401.542696439 -15576099.239030607),POINT (4509401.542696439 -15576099.239030607)
PAA28570591,TC0593-8045,40.33680931101431,-79.9837426306196,42071615173,42025369884,42004,0790604,1025 Pulaski Motorway,1378 Derby Annex,Terre Haute,PA,55450,339,3,105,191,37,45,29,PAA93901635,PAA52619233,30 percent present value,Acquisition and Rehab,2004,2008,14433,False,,False,Y,POINT (4490273.072727489 -15528297.468253093),POINT (4490273.072727489 -15528297.468253093)
PAA20276772,TC9055-0871,40.662455013733336,-79.89874172173216,42077180535,42091876469,42007,3792721,Chargepal,342 Nido Hill,Muskogee,PA,77413,100,258,35,137,22,91,72,PAA01654133,PAA33356251,30 percent present value,Acquisition and Rehab,1991,1982,76648,,True,,N,POINT (4526523.786533189 -15474121.23452321),POINT (4526523.786533189 -15474121.23452321)
PAA79926415,TC2656-0503,40.599050218916105,-79.8055309447717,42041862911,42003202596,42008,5687394,1230 Roemer Mall,523 Acorn Circle,Dickinson,PA,45531,421,2,85,26,10,69,9,PAA50766320,TC0094-4921,Both,Acquisition and Rehab,1985,1998,76997,True,,False,N,POINT (4519465.597060283 -15415228.550801743),POINT (4519465.597060283 -15415228.550801743)
PAA11207446,PAA98921811,40.42133891606584,-79.93267839255422,42044298179,42089659791,42000,5290672,716 White Bend,1208 Ils Trail,Skokie,PA,26462,208,80,126,17,88,69,42,PAA72411216,TC3865-8649,None,New construction,2019,1988,None,,,False,Y,POINT (4499682.865318783 -15495696.82569217),POINT (4499682.865318783 -15495696.82569217)
PAA16465001,TC5363-2197,40.48682622277395,-79.8041378255901,42098157588,42047562729,42008,8017601,Sequoia Voting Systems,637 Lapu-Lapu Freeway,Goldsboro,PA,90276,177,155,246,164,46,65,35,PAA32794936,TC8874-1525,70 percent present value,New construction,2009,2020,None,True,,,N,POINT (4506972.878954952 -15414352.393563995),POINT (4506972.878954952 -15414352.393563995)
PAA66657158,TC3441-1812,40.434246603402656,-79.79609550812906,42099364182,42061431969,42009,5213538,Future Bright,1228 Patton Ranch,Monterey Park,PA,26925,103,3,168,43,39,85,11,PAA52409711,PAA33783980,Both,Acquisition and Rehab,2012,1995,None,True,,False,Y,POINT (4501119.742500436 -15409296.752627388),POINT (4501119.742500436 -15409296.752627388)
PAA60581609,TC5603-8406,40.405369010500486,-80.13033295564766,42090978952,42011737989,42001,0048580,107 Griffith Expressway,616 Hidalgo Avenue,Oak Park,PA,10473,498,78,125,105,90,40,66,PAA70845424,TC8428-3028,None,Acquisition and Rehab,2020,2012,None,,True,True,N,POINT (4497905.1035632305 -15622806.474441122),POINT (4497905.1035632305 -15622806.474441122)
PAA26267694,TC4459-2556,40.53718880831293,-80.2490902131166,42007057353,42010659335,42003,2171830,1161 Fella Bypass,588 Calvert Court,Hopewell,PA,05787,209,376,182,85,73,77,36,PAA06786723,TC7954-4418,70 percent present value,New construction,2004,1990,84914,,True,True,N,POINT (4512579.216332184 -15700395.734874412),POINT (4512579.216332184 -15700395.734874412)
PAA66851925,TC8593-5395,40.520856796591794,-79.86709362777101,42099849093,42035472193,42006,6713260,Minnesota IMPLAN Group,509 Westbrook Lake,San Bruno,PA,65125,403,6,342,142,85,41,10,PAA37404565,TC3878-0152,30 percent present value,Acquisition and Rehab,2021,2005,None,False,True,True,Y,POINT (4510761.145103757 -15454065.173199885),POINT (4510761.145103757 -15454065.173199885)
PAA11166515,PAA56413494,40.29312097604645,-79.93852290416993,42048101185,42000883311,42004,5936698,1391 San Jose Trace,900 Casitas Lane,Leander,PA,56837,30,600,125,93,69,69,56,PAA60439385,PAA32884052,30 percent present value,New construction,1997,2005,72819,True,False,,Y,POINT (4485409.709525261 -15499419.798865546),POINT (4485409.709525261 -15499419.798865546)
PAA29893625,PAA15304609,40.295907368730084,-79.90164667830018,42031297430,42003810078,42005,6853998,Bath & Body Works,156 Metson Shore,Puyallup,PA,92014,512,137,233,199,53,88,25,PAA81913237,PAA37047384,Both,Acquisition and Rehab,2004,2015,86671,False,False,False,Y,POINT (4485719.889339954 -15475965.281274617),POINT (4485719.889339954 -15475965.281274617)
PAA80309290,TC9675-4848,40.45776214491745,-79.9815863873415,42064499271,42074541921,42002,9682688,Bank of New York Mellon,508 Birchwood Bayou,Takoma Park,PA,45611,208,49,325,92,85,6,49,PAA52107815,PAA35976685,70 percent present value,New construction,2002,2000,None,False,True,,N,POINT (4503737.480607591 -15526917.547363639),POINT (4503737.480607591 -15526917.547363639)
PAA17382408,PAA10296248,40.6534589124185,-79.98560026235631,42041763967,42026548668,42009,1865329,527 Stigwood Run,542 Tulane Ferry,Westlake,PA,13433,313,419,87,116,12,80,73,PAA71810666,TC8153-2868,None,Acquisition and Rehab,1980,2008,None,,False,True,Y,POINT (4525522.345115697 -15529486.52390643),POINT (4525522.345115697 -15529486.52390643)
PAA15612227,TC6557-6895,40.42388311036934,-80.1178690890029,42014221636,42040505904,42004,3927618,1271 Poppy Motorway,1263 Linares Annex,Baltimore,PA,34556,34,67,49,113,92,74,5,PAA46216693,TC5835-3845,30 percent present value,New construction,2011,2016,47907,False,,,Y,POINT (4499966.0837331265 -15614716.95547505),POINT (4499966.0837331265 -15614716.95547505)
