property_id,hud_property_name,assisted_units,count_0br,count_1br,count_2br,count_3br,count_4br,count_5plusbr,contract_id,program_type,subsidy_start_date,subsidy_expiration_date,contract_duration_months
800102902,Aramark,332,198,418,185,47,35,6,PA03YMV2398,202/8 SR,1995-04-29,2035-11-02,295
800340175,969 First Rapids,9,21,376,26,19,97,6,PA86PRB6710,223(a)(7) Refi of 223f Nursing/ ICF,2020-03-06,2031-06-22,46
800526451,1316 Carrizal Square,563,233,340,239,73,50,3,PA64EVT7236,223(a)(7) Refi of 223f Nursing/ ICF,2016-02-25,2038-08-09,499
800409101,860 Dormitory Crescent,451,152,42,197,98,52,3,PA42FXX5657,202/8 NC,1984-11-07,2026-02-02,210
800008160,Rite Aid Corporation,49,47,376,81,137,90,1,PA45YAY3414,202/8 SR,1982-05-12,2029-04-16,560
800833912,41 Greenwich Parkway,5,159,248,84,67,78,8,PA94MMF0644,202/8 NC,1985-03-24,2023-03-25,150
800738900,Wahl Clipper,369,153,313,185,64,23,7,PA97IYE9615,202/8 NC,1994-10-01,2043-05-27,311
800340816,Fresh&Easy Neighbourhood Market,513,84,459,66,21,73,0,PA32ZUH5260,223(a)(7) Refi of 223f Nursing/ ICF,2013-08-15,2036-01-31,601
800860440,10 Sturgeon Route,167,138,245,209,8,77,6,PA99KRW1977,223(a)(7) Refi of 223f ALF,2019-01-19,2030-01-20,328
800587837,417 Hollywood Gardens,415,52,149,56,51,38,10,PA96GFK0202,202/8 SR,1999-11-23,2021-02-21,8
800552801,678 Morgan Bridge,445,208,368,182,167,56,6,PA70AZD8835,202/8 SR,2019-04-06,2026-03-10,481
800756416,1100 Butte Arcade,177,33,348,45,195,7,6,PA72ZFC7831,223(a)(7) Refi of 223f Nursing/ ICF,1995-05-17,2020-02-08,569
800991510,Netstars Matrix Design,295,124,260,129,80,8,6,PA02UVM7275,223(a)(7) Refi of 223f ALF,1998-08-14,2037-11-22,208
800301176,RadioShack,309,133,235,190,125,32,3,PA99FWD3097,223(a)(7) Refi of 223f Nursing/ ICF,2021-12-06,2039-09-19,526
800795920,121 Drummond Pine,522,91,236,58,176,80,4,PA85MAQ8560,223(a)(7) Refi of 223f Nursing/ ICF,2022-12-22,2026-09-28,265
800191886,BFG Technologies,499,149,393,32,88,3,2,PA62CFT7678,202/8 SR,2021-08-10,2024-03-14,29
800041349,Envirotecture Design,545,113,188,203,98,21,0,PA72IMV4152,202/8 NC,2019-04-11,2038-01-06,47
800050431,Total Yard Maintenance,177,205,338,104,20,94,7,PA37TIM0493,223(a)(7) Refi of 223f Nursing/ ICF,2015-02-11,2039-05-05,11
800053322,Delta Air Lines,581,224,302,228,38,95,0,PA19XXK2239,202/8 NC,2000-02-19,2036-06-11,547
800128465,524 Perego Bypass,178,233,382,66,36,35,10,PA72LTQ5716,223(a)(7) Refi of 223f ALF,1989-08-30,2032-11-26,24
800948715,1369 Raccoon Bridge,296,149,83,59,118,28,9,PA80OQP2644,223(a)(7) Refi of 223f ALF,1997-07-02,2028-02-27,627
800383708,Becton Dickinson,385,70,416,4,40,26,4,PA84AUD2582,223(a)(7) Refi of 223f ALF,1998-03-15,2037-08-14,272
800351840,59 Poplar Field,556,82,267,36,160,93,2,PA46UEZ7331,202/8 SR,1986-09-23,2043-09-01,339
800477159,13 Topaz Trace,386,121,373,177,82,15,8,PA75XTJ3795,223(a)(7) Refi of 223f Nursing/ ICF,2022-01-01,2029-02-09,592
800384724,134 Halleck Field,175,59,258,98,133,52,7,PA85MJH0523,202/8 SR,1998-07-03,2035-10-15,86
800532000,Seksi Lady,553,176,294,238,178,96,10,PA25YLA6997,202/8 NC,2000-07-15,2042-11-27,145
800983573,1074 Crestwell Crescent,447,201,31,207,76,29,1,PA04HDF8389,202/8 SR,2002-07-01,2029-11-19,227
800430802,The White Swan,320,53,42,244,136,11,6,PA64RFW9287,223(a)(7) Refi of 223f Nursing/ ICF,2005-10-06,2021-09-19,181
800595813,678 Cityview Ranch,307,233,479,154,55,61,0,PA84CMC5469,223(a)(7) Refi of 223f ALF,2021-09-09,2042-03-10,267
800367991,957 Quane Motorway,465,231,167,117,118,64,6,PA57ELO0159,223(a)(7) Refi of 223f Nursing/ ICF,1984-07-13,2023-05-28,358
800895257,Borders Group,229,198,396,196,180,77,1,PA29MLK1938,202/8 NC,2012-05-23,2023-11-03,256
800416812,Omni Tech Solutions,398,129,84,131,173,30,2,PA51SVY9375,202/8 SR,1992-05-17,2037-12-21,417
800283736,74 Sonora Grove,233,164,48,13,100,51,9,PA11BIV4801,223(a)(7) Refi of 223f ALF,1982-11-13,2033-05-03,470
800070008,755 Las Villas Estate,12,62,456,181,108,88,7,PA65VHC4006,202/8 SR,2016-07-15,2041-05-12,270
800047376,496 Saint Charles Bridge,306,115,283,216,140,50,7,PA90JCP5583,202/8 SR,2007-07-25,2032-06-19,440
800901366,1060 Galilee Extension,21,84,190,112,49,63,9,PA29UUX6648,202/8 NC,1986-12-31,2023-11-20,166
800399257,147 Worth Center,573,159,124,51,167,36,0,PA54SFH3030,223(a)(7) Refi of 223f ALF,2023-05-12,2037-05-15,344
800163041,31 Clarke Extension,532,44,299,9,108,27,2,PA60FXS3452,223(a)(7) Refi of 223f ALF,2022-05-31,2026-09-13,491
800811047,Total Yard Maintenance,515,136,158,54,62,24,6,PA68FWT4843,223(a)(7) Refi of 223f Nursing/ ICF,2015-10-01,2028-04-05,648
800503185,Monk Home Loans,467,182,408,248,108,28,8,PA68LJY2395,223(a)(7) Refi of 223f Nursing/ ICF,1986-10-20,2025-01-22,190
800319847,Vectren,197,36,304,226,17,75,7,PA60LFR7557,202/8 SR,2000-07-01,2034-08-06,583
800804570,1049 Berkshire Lodge,516,200,438,247,14,50,3,PA61TRQ5862,223(a)(7) Refi of 223f ALF,1992-01-30,2023-01-05,308
800335575,Memorec,533,62,109,64,136,8,1,PA32RSE3792,202/8 NC,1993-02-18,2043-12-06,238
800609052,Dean Foods,230,16,451,151,101,81,6,PA61ZNE7076,202/8 NC,1993-10-04,2040-03-14,107
800634632,562 Blandy Junction,419,147,345,206,147,52,8,PA44QFV2906,223(a)(7) Refi of 223f Nursing/ ICF,2003-08-10,2033-03-03,656
800638225,97 South Hughes Center,419,160,230,115,167,22,4,PA52MUZ9621,223(a)(7) Refi of 223f Nursing/ ICF,1981-11-01,2026-02-07,6
800843203,Personal & Corporate Design,153,173,252,183,66,69,0,PA89VYM5918,202/8 SR,1981-03-14,2036-04-19,26
800372059,Eli Lilly and Company,466,82,499,59,47,82,6,PA68DZU9000,202/8 SR,1990-07-09,2024-10-06,479
800479798,Naturohair,508,79,225,217,43,11,7,PA87SLD2345,223(a)(7) Refi of 223f Nursing/ ICF,1990-09-25,2025-08-25,248
800018617,Wealth Zone Group,351,228,321,205,9,71,10,PA50CWK7472,202/8 SR,2002-06-01,2024-08-18,469
800662713,104 Bayview Drive,521,94,118,67,167,42,8,PA64WCL6346,202/8 NC,2007-01-16,2026-05-09,17
800527311,754 Colonial Boulevard,190,13,65,34,33,65,1,PA28XQE0664,223(a)(7) Refi of 223f Nursing/ ICF,2000-05-07,2039-10-18,73
800071924,MegaSolutions,149,60,272,220,47,15,7,PA57RAA7461,202/8 SR,1982-04-16,2023-11-02,194
800706330,378 Peralta Cove,385,19,378,194,169,5,2,PA11NZI8151,202/8 NC,2000-06-11,2022-02-10,97
800087394,VitaGrey,230,29,247,140,146,90,10,PA81ZLQ4222,202/8 SR,2023-04-27,2027-02-11,579
800797418,738 Day Landing,396,242,266,132,61,74,1,PA08QNS7250,223(a)(7) Refi of 223f ALF,1992-04-06,2027-12-22,238
800203512,American Apparel,482,87,305,120,133,55,10,PA03HOS3198,223(a)(7) Refi of 223f ALF,2019-12-08,2024-12-23,299
800345611,911 Revello Annex,304,177,238,40,181,79,4,PA99TSJ6011,223(a)(7) Refi of 223f Nursing/ ICF,1999-09-15,2028-03-03,49
800486789,Matrix Architectural Service,341,213,246,181,151,88,4,PA75SUH1706,223(a)(7) Refi of 223f Nursing/ ICF,2023-07-22,2038-10-27,118
800199170,Northern Star,378,25,466,57,37,20,1,PA89TVW3885,223(a)(7) Refi of 223f ALF,2023-12-17,2040-07-25,289
800662386,1082 Christopher Pine,530,4,350,101,52,93,3,PA34JSK8939,223(a)(7) Refi of 223f Nursing/ ICF,1983-06-23,2028-07-17,300
800692796,U.S. Steel,521,107,43,2,175,67,6,PA81MIL4979,223(a)(7) Refi of 223f ALF,1992-08-11,2023-07-22,654
800381083,Back To Basics Chiropractic Clinic,472,35,146,143,113,26,2,PA97UEM5097,202/8 NC,1996-11-04,2022-09-13,335
800432328,Verizon Wireless,19,173,318,241,97,65,8,PA77VKI5681,223(a)(7) Refi of 223f ALF,2022-10-25,2025-08-01,59
800109487,1248 United Nations Circle,544,155,11,140,168,52,8,PA60ETR5605,223(a)(7) Refi of 223f ALF,2019-06-21,2042-10-13,580
800050358,"Respironics, Inc.",87,147,34,237,200,2,7,PA70DFQ1273,223(a)(7) Refi of 223f Nursing/ ICF,1985-08-22,2032-08-03,640
800479672,1126 India Drive,226,41,224,183,72,40,10,PA40WQK8630,202/8 NC,2003-12-11,2024-10-04,342
800116795,914 Knockash Motorway,275,64,88,113,195,32,6,PA05ILL0576,223(a)(7) Refi of 223f ALF,1980-12-20,2027-06-18,657
800505161,Afforda,381,194,443,60,139,10,7,PA19QSU8853,223(a)(7) Refi of 223f ALF,2005-07-22,2040-02-08,608
800276941,1028 General Kennedy Ferry,382,29,404,57,121,25,10,PA50QNN6264,223(a)(7) Refi of 223f ALF,2011-04-05,2037-05-01,193
800870775,1018 Westmoorland Terrace,369,85,371,189,125,64,4,PA79JSZ9896,223(a)(7) Refi of 223f Nursing/ ICF,2002-05-16,2043-01-06,338
800652436,22 Stone Manor,151,111,106,34,141,52,3,PA51MSD0902,202/8 NC,2015-11-09,2028-05-09,103
800281020,AGL Resources,183,42,125,182,42,63,1,PA95DCX4922,223(a)(7) Refi of 223f ALF,1998-08-10,2021-03-25,315
800734050,Ideal Industries,383,244,447,109,15,15,6,PA31FWX2452,202/8 NC,2000-08-21,2031-04-06,525
800335748,Suadela Investment,555,70,166,139,166,54,3,PA97FDN3496,223(a)(7) Refi of 223f ALF,2019-02-05,2042-03-07,142
800324180,Parts and Pieces,13,232,458,219,19,100,0,PA28CHA2764,223(a)(7) Refi of 223f Nursing/ ICF,2001-10-19,2033-10-18,413
800746771,1324 Science Walk,32,64,240,103,8,6,9,PA32JPJ3733,223(a)(7) Refi of 223f Nursing/ ICF,2015-09-07,2034-02-19,652
800299224,Manu Connection,432,34,74,242,146,42,7,PA19JZE1909,223(a)(7) Refi of 223f Nursing/ ICF,1996-04-24,2041-01-07,355
800461050,Estée Lauder Companies,363,30,261,112,51,78,10,PA30BUW1062,223(a)(7) Refi of 223f Nursing/ ICF,2020-03-19,2035-04-28,36
800515261,Ocean Spray,236,192,25,148,167,51,8,PA96GDS9746,223(a)(7) Refi of 223f ALF,1992-06-01,2040-10-08,338
800643483,323 Ardenwood Court,339,147,166,50,4,38,6,PA50LYJ0481,202/8 NC,1991-02-10,2031-12-23,175
800813258,1154 Pico Expressway,177,218,228,177,0,50,5,PA51LEH3938,223(a)(7) Refi of 223f Nursing/ ICF,1992-03-12,2024-11-04,263
800846390,Integra Investment Service,89,67,327,142,59,72,8,PA12FMK7345,223(a)(7) Refi of 223f Nursing/ ICF,2021-11-08,2034-08-26,75
800460664,752 Ramsel Station,549,84,239,89,151,6,2,PA44NFX7136,202/8 SR,1995-09-25,2026-07-11,247
800902725,Rite Aid Corporation,179,91,491,99,88,47,6,PA05ARW2637,223(a)(7) Refi of 223f Nursing/ ICF,1981-10-10,2036-06-02,294
800865278,U.S. Steel,79,155,194,116,69,37,5,PA99MYV9248,202/8 NC,2015-01-06,2024-05-20,556
800376724,1321 Carrizal Creek,302,139,137,190,79,47,10,PA69GIQ8417,223(a)(7) Refi of 223f ALF,2023-09-09,2039-05-14,159
800815605,423 Oriole Ranch,378,34,232,140,127,0,5,PA92FZK9454,223(a)(7) Refi of 223f ALF,1994-06-22,2042-07-31,266
800193997,American International Group,128,31,246,143,124,94,10,PA25KFM7374,202/8 SR,2019-01-23,2025-09-05,402
800141962,Amazon.com,242,31,465,200,96,12,0,PA21OMU0297,223(a)(7) Refi of 223f Nursing/ ICF,2008-05-30,2032-05-05,15
800410385,80 Christopher Run,588,100,468,42,94,79,10,PA31UES5051,223(a)(7) Refi of 223f ALF,2000-12-25,2028-08-07,391
800683044,Ameriprise Financial,306,194,302,232,6,13,7,PA07OCM6881,223(a)(7) Refi of 223f Nursing/ ICF,1981-01-30,2024-01-01,397
800230558,Balanced Fortune,481,232,425,146,94,33,7,PA43PLY7839,202/8 NC,2023-08-18,2024-03-05,187
800716818,Doculabs,219,6,228,60,72,70,5,PA34QMK5818,202/8 NC,1986-07-08,2040-08-08,517
800174405,Union Oil Company of California,120,165,260,99,76,52,9,PA23PAV4034,223(a)(7) Refi of 223f Nursing/ ICF,1983-10-13,2030-02-26,146
800554830,202 Reposa Road,318,110,21,138,193,88,0,PA48ZXT4380,223(a)(7) Refi of 223f ALF,1999-12-08,2034-02-28,18
800773112,847 Veterans Avenue,304,167,153,46,46,11,4,PA23VCT2423,202/8 NC,2022-04-18,2034-10-24,492
800819646,Starbucks,480,175,262,164,90,51,1,PA45RQX2635,223(a)(7) Refi of 223f Nursing/ ICF,2008-02-07,2023-05-06,166
800753778,776 Grattan Trail,349,33,270,248,143,34,8,PA82YXD4446,202/8 SR,1988-04-14,2036-09-01,618
800195133,1349 Poplar Creek,303,116,135,246,78,12,9,PA77MGP7412,202/8 SR,2021-09-10,2040-01-17,169
800047464,Hawaiian Airlines,91,112,257,16,27,11,8,PA71TXC6894,223(a)(7) Refi of 223f ALF,2017-08-18,2021-02-25,182
800186801,Babcock and Wilcox,589,3,228,187,99,71,9,PA30HUC8966,202/8 SR,2015-09-03,2043-03-07,316
800126644,Koch Industries,180,99,104,50,107,63,4,PA86GJQ5308,202/8 NC,1982-06-14,2040-09-02,249
800687745,1125 Don Chee Crossing,522,139,157,245,101,52,9,PA32PGF7707,223(a)(7) Refi of 223f ALF,2016-07-27,2035-11-18,449
800256947,Tupperware Brands Corporation,337,107,456,92,146,75,0,PA96QKI2593,223(a)(7) Refi of 223f ALF,2014-02-01,2034-10-15,613
800499396,202 Robinhood Station,12,68,195,17,28,100,4,PA62CMF6830,202/8 SR,2017-03-22,2027-08-08,17
800012084,Kerr-McGee,117,115,289,107,79,31,0,PA07PVA9439,202/8 NC,2010-01-14,2035-04-14,316
800561409,JN-International Medical Corporation,124,24,355,79,15,9,3,PA76KCZ4559,223(a)(7) Refi of 223f ALF,1984-10-12,2027-10-07,508
800908830,Control Data Corporation,284,165,174,30,50,61,9,PA66EFB9310,223(a)(7) Refi of 223f ALF,1986-06-15,2039-06-02,280
800979695,Beazer Homes USA,234,116,3,95,142,10,7,PA78BYH5830,223(a)(7) Refi of 223f Nursing/ ICF,2013-11-19,2034-03-15,510
800241721,145 Crestwell Mall,101,37,37,200,140,7,8,PA96QYJ1015,223(a)(7) Refi of 223f Nursing/ ICF,2004-10-26,2021-03-29,421
800270947,395 Head Heights,169,37,190,151,34,35,5,PA37ZLI4681,202/8 SR,2007-10-05,2034-08-28,568
800357897,963 Horace Walk,365,235,219,64,143,19,6,PA73VKP2882,223(a)(7) Refi of 223f ALF,2013-11-28,2021-12-30,602
800714998,First Choice Garden Maintenance,378,164,124,144,47,3,5,PA44JYZ6213,223(a)(7) Refi of 223f ALF,1987-01-27,2034-08-08,165
800104305,Towers Perrin,321,121,262,113,45,38,9,PA53BGO5414,202/8 NC,1981-06-03,2042-05-01,536
800789898,Stratagee,53,143,441,237,39,67,2,PA69PJL4868,223(a)(7) Refi of 223f ALF,2007-09-03,2029-06-29,646
800124555,Ford Motor Company,114,218,146,139,129,52,4,PA95ZUQ1064,202/8 NC,2005-02-10,2028-10-14,47
800360880,New World,469,150,196,192,13,58,6,PA06UVY1700,223(a)(7) Refi of 223f ALF,2018-05-10,2031-03-10,174
800433599,Klipsch Audio Technologies,141,174,7,95,192,54,0,PA58MXH1497,202/8 SR,2013-12-22,2042-08-05,186
800360999,845 Arleta Hill,198,152,303,149,61,95,3,PA81EEG0479,202/8 NC,1980-07-07,2027-08-23,176
800855859,114 Raymond Ferry,26,84,258,12,88,19,1,PA25UNJ2688,223(a)(7) Refi of 223f Nursing/ ICF,2016-11-16,2037-08-15,306
800002025,Kmart,258,178,365,205,56,85,4,PA56ING8091,202/8 NC,1986-08-04,2025-10-22,324
800709443,Esselte,254,27,276,106,50,99,8,PA73PSX5817,223(a)(7) Refi of 223f ALF,2020-04-12,2039-10-10,565
800791858,886 Mclea Creek,285,171,11,23,8,0,10,PA54SVP8772,202/8 SR,1983-07-08,2022-11-11,170
800229555,61 Eugenia Run,179,217,396,242,1,17,0,PA15KIT7711,223(a)(7) Refi of 223f ALF,2016-11-22,2027-01-29,443
800603746,Gold Leaf Garden Management,122,47,90,144,4,86,4,PA42NJQ3713,223(a)(7) Refi of 223f Nursing/ ICF,1992-09-10,2025-10-02,209
800871256,Galaxy Man,357,152,496,185,115,65,0,PA57OBN0317,202/8 SR,2022-05-31,2027-04-01,229
800055126,1250 Michigan Arcade,38,229,115,175,101,45,3,PA56QKY7037,223(a)(7) Refi of 223f ALF,1986-02-26,2022-09-23,638
800984688,ABM Industries,139,202,298,92,41,32,4,PA55GOA7451,202/8 SR,2007-11-13,2038-12-17,151
800785304,JetBlue Airways,537,204,433,182,52,52,4,PA94GKP9274,202/8 SR,1998-12-09,2023-07-05,612
800896048,845 Mulford Expressway,2,36,42,29,91,71,8,PA79UYH5360,202/8 SR,1986-12-15,2038-08-17,268
800236490,282 R Parkway,388,0,157,171,115,60,9,PA18XEB1380,202/8 NC,1980-02-06,2031-01-13,262
800344422,General Electric,116,69,346,21,21,21,10,PA31EJY2333,223(a)(7) Refi of 223f ALF,2005-04-23,2039-01-26,319
800017731,United Parcel Service,417,21,266,75,74,38,7,PA71BNT7543,202/8 SR,2019-03-04,2031-05-31,294
800591499,Klipsch Audio Technologies,347,5,318,108,130,32,2,PA59KDG0096,202/8 NC,2009-04-06,2025-06-14,494
800949854,Cognizant Technology Solutions,532,123,227,178,34,60,3,PA30ATH7301,202/8 SR,2013-05-17,2025-09-27,490
800648653,347 Bell Street,294,247,470,41,166,20,4,PA30FLP0741,202/8 SR,1989-12-23,2035-07-21,299
800998530,905 Fisher Center,500,74,293,167,137,72,3,PA80FUQ5123,223(a)(7) Refi of 223f Nursing/ ICF,1999-09-28,2043-12-17,399
800590944,SanDisk,16,12,317,173,117,95,0,PA44JVV0864,202/8 NC,1999-10-31,2036-01-26,205
800142678,802 Juan Bautista Garden,335,57,343,231,191,26,0,PA10BJJ1243,223(a)(7) Refi of 223f Nursing/ ICF,2016-04-03,2021-10-20,322
800111863,515 High Bypass,75,237,214,10,153,11,5,PA33QQY9349,202/8 NC,1988-02-02,2029-07-17,103
800817900,1140 Galvez Pass,592,107,223,50,78,29,4,PA15EFR7128,202/8 NC,2019-08-21,2041-12-31,286
800502436,Bebo,220,40,494,61,143,29,5,PA15TCV1177,223(a)(7) Refi of 223f Nursing/ ICF,2008-09-29,2041-02-21,575
800427701,BlackRock,478,95,450,130,162,83,7,PA35WZW5907,202/8 SR,1992-12-26,2029-08-03,374
800529719,ConocoPhillips,83,245,241,53,46,38,2,PA79BDO8085,223(a)(7) Refi of 223f Nursing/ ICF,1999-09-08,2026-02-23,140
800121293,Sexsi Senorita,44,46,15,143,21,22,1,PA97VSR8970,223(a)(7) Refi of 223f Nursing/ ICF,2012-04-03,2027-04-03,317
800155307,627 Le Conte Route,218,98,498,193,152,30,3,PA20HOG2490,223(a)(7) Refi of 223f Nursing/ ICF,1996-09-25,2026-07-16,225
800541707,809 Leona Station,205,212,222,203,84,48,8,PA78BBX7772,202/8 SR,1995-07-27,2038-03-21,479
800821580,Caterpillar Inc.,249,17,482,248,78,50,5,PA20OKV1189,202/8 SR,2001-02-13,2027-02-20,463
800695143,846 Lapu-Lapu Point,451,240,136,56,36,7,0,PA23BWZ1480,223(a)(7) Refi of 223f Nursing/ ICF,2008-08-12,2036-11-20,322
800242641,Edge Yard Service,455,188,208,166,79,8,1,PA96IAP8591,202/8 NC,2021-06-14,2037-12-21,534
800561843,Big Lots,115,164,371,203,71,10,8,PA75SIK5543,223(a)(7) Refi of 223f Nursing/ ICF,1994-09-05,2042-10-12,108
800986505,Allstate,437,175,174,109,147,63,5,PA70IMB2694,202/8 NC,2000-12-05,2021-04-24,180
800264789,Mission You,427,135,131,11,105,37,1,PA01WFO3494,223(a)(7) Refi of 223f ALF,1988-09-11,2033-06-23,519
800233289,The Spotted Cougar,184,206,388,68,193,15,8,PA22UBD1554,223(a)(7) Refi of 223f ALF,2010-01-25,2023-10-20,446
800975738,1110 Princeton Bridge,495,73,413,47,18,68,5,PA62UFN5257,202/8 SR,2004-11-16,2037-02-28,367
800913349,944 Edgardo Rapids,599,184,469,86,21,69,9,PA40QDH4827,223(a)(7) Refi of 223f Nursing/ ICF,1997-02-19,2038-12-09,491
800378877,530 Kalmanovitz Place,525,46,4,101,21,74,9,PA47YQW0871,202/8 NC,1985-04-21,2020-05-18,65
800778550,376 Nancy Pelosi Annex,435,17,461,148,88,64,5,PA50GHI3630,202/8 SR,1992-12-22,2043-05-16,359
800399795,792 Blackstone Ranch,291,95,393,57,28,74,8,PA05BOM0216,202/8 NC,1992-07-05,2021-08-14,458
800204237,US Airways,39,16,265,43,25,35,7,PA56CQK5044,223(a)(7) Refi of 223f ALF,1989-08-16,2024-11-11,326
800883360,724 Century Route,325,231,362,119,180,92,7,PA62OQK4867,223(a)(7) Refi of 223f Nursing/ ICF,1992-03-15,2037-03-08,506
800220376,1336 De Forest Drive,403,213,401,125,15,0,2,PA68ZIF6642,223(a)(7) Refi of 223f Nursing/ ICF,2002-04-09,2034-05-04,339
800812627,9 Avenue H Stravenue,281,63,133,230,146,41,10,PA13YWX9877,202/8 NC,2007-07-31,2038-12-26,98
800449929,530 Bonita Lodge,396,91,331,108,74,97,4,PA17TLE8992,223(a)(7) Refi of 223f Nursing/ ICF,1989-10-21,2039-05-29,393
800215985,930 Ritch Square,588,73,493,247,32,91,5,PA68GYE6587,223(a)(7) Refi of 223f ALF,2003-02-11,2029-08-19,338
800739758,690 Iron Stravenue,205,90,373,160,103,84,1,PA63UHU0019,202/8 NC,1989-05-18,2028-11-16,509
800393263,1241 Jason Arcade,482,132,461,240,30,47,4,PA46VWJ9906,202/8 NC,2012-09-02,2024-01-12,137
800413150,922 Campus Extension,150,59,361,105,144,10,9,PA93PUJ1151,202/8 NC,1981-05-20,2030-05-01,437
800585800,Matrix Interior Design,420,145,278,186,94,78,5,PA20KPG5249,223(a)(7) Refi of 223f Nursing/ ICF,2006-08-01,2036-03-21,539
800576050,360 Natoma Crossing,420,86,216,210,174,85,6,PA08AUA6821,202/8 SR,1992-09-10,2042-06-04,566
800926224,J. P. Morgan Chase and Co.,149,48,434,101,71,65,10,PA49SJG2791,223(a)(7) Refi of 223f Nursing/ ICF,2006-10-06,2037-05-26,292
800191372,JetBlue Airways,519,153,356,227,133,60,3,PA53RZY4977,202/8 NC,2009-07-24,2035-04-06,423
800344646,1307 Hiliritas Viaduct,104,37,238,117,178,64,1,PA43XGQ7328,202/8 SR,2019-09-08,2033-09-05,314
800515784,Dollar Tree,497,146,314,72,162,19,5,PA35YCU9150,223(a)(7) Refi of 223f ALF,2002-10-27,2020-04-07,152
800577136,866 Oreilly Path,240,3,82,144,11,13,10,PA92EXR9613,223(a)(7) Refi of 223f Nursing/ ICF,2006-06-25,2033-11-23,82
800597172,Tanadgusix Corporation,2,33,357,77,18,34,10,PA76RVM2410,202/8 SR,2002-11-07,2027-04-07,188
800907961,Veramons,368,167,126,120,1,76,3,PA51SAY2174,202/8 SR,2018-03-27,2030-09-26,477
800312128,1231 Scotland Hill,105,224,144,85,85,41,6,PA78NSL0990,202/8 NC,2009-08-19,2024-08-22,171
800023185,Go Daddy,31,131,258,95,125,46,3,PA09TBZ2420,202/8 SR,1999-06-10,2033-12-25,602
800311620,1105 Sunnydale Alley,211,22,344,74,8,98,10,PA48HLR7848,223(a)(7) Refi of 223f Nursing/ ICF,2017-02-04,2031-12-28,526
800867193,XPLANE,45,102,19,15,69,97,2,PA13GPT4575,202/8 SR,2013-12-28,2020-10-18,290
800289291,Home Depot,335,169,170,61,164,6,0,PA51ODQ4036,202/8 NC,2003-11-15,2023-03-24,474
800444247,996 Conservatory Grove,259,4,355,166,167,26,8,PA06HAD1692,223(a)(7) Refi of 223f ALF,1999-11-15,2035-03-18,637
800447956,American Express,225,25,99,220,60,40,3,PA92PLY9983,223(a)(7) Refi of 223f ALF,1989-11-20,2041-01-10,633
800971028,11 Dr Carlton B Goodlett Turnpike,66,175,80,121,132,30,7,PA94LSS0331,202/8 NC,2015-12-12,2020-03-17,211
800630207,803 Putnam Highway,107,247,224,151,28,21,9,PA94VYZ2174,223(a)(7) Refi of 223f ALF,2014-07-02,2033-10-06,429
800544974,Fisher Electronics,164,53,383,104,195,11,6,PA96WXH8475,223(a)(7) Refi of 223f ALF,1991-07-19,2020-02-22,238
800974517,1055 Treat Creek,127,33,134,29,89,95,4,PA16AJO0633,202/8 NC,2008-12-08,2038-11-28,368
800216860,Carnival Cruise Lines,323,192,440,116,30,4,10,PA38KUL7648,223(a)(7) Refi of 223f Nursing/ ICF,2015-06-06,2029-10-28,582
800553071,526 Lapidge Manor,25,119,247,24,144,86,6,PA86SVA2353,223(a)(7) Refi of 223f Nursing/ ICF,1990-04-24,2036-12-02,143
800465639,Union Pacific Railroad,142,153,346,226,75,46,2,PA12LMH0509,223(a)(7) Refi of 223f ALF,1998-05-21,2038-08-21,243
800917709,131 Arnold Boulevard,344,104,284,96,28,19,4,PA03AWH2605,223(a)(7) Refi of 223f Nursing/ ICF,2004-07-06,2032-05-21,365
800800506,Gamma Grays,74,57,80,223,116,3,8,PA73ANF3099,223(a)(7) Refi of 223f Nursing/ ICF,1988-05-04,2029-06-29,3
800257845,Magna Architectural Design,565,192,433,202,35,60,2,PA04FFQ3812,202/8 SR,2021-02-26,2041-04-25,475
800553591,Bushmaster Firearms International,215,234,198,15,164,98,9,PA13KUR3646,223(a)(7) Refi of 223f Nursing/ ICF,1992-07-08,2020-08-15,375
800952876,156 Carson Manor,45,84,368,173,89,10,2,PA27AIW6543,202/8 SR,2003-09-26,2039-11-16,422
800137863,96 Stonecrest Ferry,464,227,296,109,67,28,4,PA81CSF8860,202/8 SR,2000-11-06,2021-01-29,411
800742362,1234 Colin P Kelly Jr Road,229,132,379,174,72,64,3,PA39GLK0048,223(a)(7) Refi of 223f ALF,1986-08-25,2024-08-24,30
800291203,Equifax,180,120,466,173,2,56,10,PA45BAM2750,223(a)(7) Refi of 223f ALF,1987-11-07,2043-07-02,18
800720119,427 Halibut Route,494,38,323,55,121,25,0,PA52AAH8427,223(a)(7) Refi of 223f Nursing/ ICF,2022-10-02,2022-10-24,91
800852609,O'Reilly,167,65,131,118,127,53,0,PA05BAX8406,223(a)(7) Refi of 223f Nursing/ ICF,2001-06-22,2034-07-12,417
800906053,Manu Connection,597,249,133,241,32,37,7,PA96MUJ9612,202/8 SR,2020-07-28,2027-03-08,39
800232863,First Choice Yard Help,151,164,227,188,185,36,1,PA33NPL5316,202/8 SR,2023-08-02,2032-07-27,374
800703548,Black & Decker,18,177,1,3,199,22,4,PA15OQO2456,202/8 NC,2008-10-21,2031-06-08,511
800718414,Ecolab,84,0,139,22,155,30,10,PA35LFE8471,223(a)(7) Refi of 223f Nursing/ ICF,2006-05-24,2035-09-02,527
