development_code,longitude,latitude,geocoding_accuracy,county_fips_code,census_tract,municipality_fips,municipality_name,hud_property_name,property_street_address,city,state,zip_code,units,owner_organization_name,participant_code,formal_participant_name,project_name,total_dwelling_units,acc_units,total_occupied,regular_vacant,pha_total_units,percent_occupied,people_per_unit,people_total,rent_per_month,median_inc_amnt,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_lt80_median,pct_lt50_median,pct_lt30_median,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tminority,tpoverty,tpct_ownsfd,chldrn_mbr_cnt,eldly_prcnt,pct_disabled_lt62_all,national_building_id,geom,geom_webmercator
PA00905529,-79.78545102789546,40.63551282856064,B,42003,42048416907,800337362,Oakdale,117 Caselli Arcade,431 Vista Road,Paso Robles,PA,48671,367,Housing Authority of Lincoln,PA004,Seagate Technology,Gilroy,338,291,379,19,1615,42,3.92,119,426,123202,18164,10627,20.3832665079,45.9767125546,6.8382383729,15.59247729,13.0843339146,94.1756803614,90.3700321344,65.5288677721,75.8419903142,37.3054170515,27.066066227,36.3837863405,61.1444724776,79.4323908126,97.3003307562,23,13.425871305,10.5158100832,8294040000,POINT (4523524.596198906 -15402611.373289743),POINT (4523524.596198906 -15402611.373289743)
PA00224018,-79.88220945907949,40.22902432534934,B,42003,42028228668,800400031,Leet,Vizio,1215 Shipley Bayou,Bedford,PA,64029,46,Housing Authority of West Deer,PA000,Hawaiian Airlines,Esmeralda,115,448,310,46,1415,87,1.64,1084,334,66295,15261,6911,44.9984706416,11.5499558865,31.75543825,33.2836647558,24.5724239206,98.8616813893,80.0940620123,72.1377385061,6.0649995024,95.9673748155,24.3158540566,40.9433850419,52.0706286706,17.3464716907,97.2247000018,20,28.4390329263,38.1879760758,5815610000,POINT (4478274.503008105 -15463636.647927959),POINT (4478274.503008105 -15463636.647927959)
PA00925552,-80.06307392547737,40.63117179941313,T,42003,42037312669,800513262,Frazer,Service Corporation International,470 Cottonwood Grove,Tinley Park,PA,01929,114,Housing Authority of Pine,PA008,Dynatronics Accessories,Berkeley,240,420,493,28,2483,56,3.35,491,228,131854,11590,6460,1.4561796864,28.1230572939,32.9177804876,17.0320286515,15.0876261269,95.2294773291,80.3363740819,98.4613170052,9.8313574226,76.092591088,49.4375801495,9.7653930973,24.0971200468,46.5711291706,25.2697769562,8,25.6782380055,55.7249230716,1640380000,POINT (4523041.355044686 -15579272.237665223),POINT (4523041.355044686 -15579272.237665223)
PA00329606,-79.73405117546653,40.63799497251136,T,42003,42067410754,800909175,Rankin,DISH Network,1176 Berkeley Spur,Asheville,PA,13517,481,Housing Authority of Homestead,PA009,Venus Swimwear,Harbor,136,391,425,18,905,9,2.86,1354,249,201595,19519,9017,5.0344333175,70.4988699694,42.0978734716,18.3471587188,13.5636316096,97.6578301748,73.1412453067,55.7837108328,98.6371112117,50.2105801966,40.4648019977,27.3935072976,87.1765348383,32.7414479388,60.6239571532,20,63.7036078371,6.9338137729,1197840000,POINT (4523800.907199576 -15370425.841547478),POINT (4523800.907199576 -15370425.841547478)
PA00766621,-79.76851379287996,40.59477095455253,T,42003,42038573916,800436812,Ben Avon,Visa Inc.,442 Shotwell Mall,Matthews,PA,50028,326,Housing Authority of Collier,PA000,Applebee's,Rossmoor,227,489,63,11,1369,4,2.43,1347,323,246758,9144,9683,21.2389991681,5.3689491038,33.8396405741,38.5686471881,11.5399806212,94.585999841,83.6472625933,74.9994267955,58.468636466,38.6658261969,24.2777233451,40.7441143739,61.8763093974,31.0044487768,41.3359414484,1,37.0952852514,69.6171972406,3109390000,POINT (4518989.23153036 -15391987.958583618),POINT (4518989.23153036 -15391987.958583618)
PA00307460,-79.99660211911743,40.598551542232485,R,42003,42042465719,800359280,Fox Chapel,1012 Hudson Stravenue,331 Presidio Road,Lenoir,PA,74172,377,Housing Authority of Robinson,PA008,Venus Swimwear,Saint Germain,335,47,328,47,879,10,1.73,307,476,183795,14795,13892,12.1215524855,42.0847603344,29.4155455726,22.9082360574,26.2298018489,96.5749090795,82.6333003585,77.3770953788,59.3361563136,66.6432198797,45.3584504088,42.3882640692,41.6109090826,58.01686438,14.0448651724,2,28.867428345,1.6251882766,8359410000,POINT (4519410.084625792 -15536533.205469567),POINT (4519410.084625792 -15536533.205469567)
PA00145089,-79.96194941580349,40.60822474005772,R,42003,42092099151,800332721,Millvale,1139 Dow Cove,871 Marietta Hills,Palm Coast,PA,22068,245,Housing Authority of Heidelberg,PA005,Walmart,Telegraph,80,427,319,3,2733,82,3.06,823,203,133961,15313,5330,34.1751868106,23.6117474644,20.2105653118,0.2541022035,10.0141157625,95.6293683823,95.9063575115,73.5959260522,36.0150204708,81.5919027681,13.8771005368,36.8861341769,76.9622442126,22.7480774024,36.9057009027,19,57.8624384723,68.8770252731,8208980000,POINT (4520486.90008204 -15514364.078617757),POINT (4520486.90008204 -15514364.078617757)
PA00453923,-80.06791305423249,40.359308211868914,B,42003,42094270896,800893267,Dravosburg,Colt Defense,100 Velasco Arcade,Calumet City,PA,18289,176,Housing Authority of Pittsburgh,PA004,Qpass,Palos,487,61,450,48,1992,29,2.7,974,321,85100,4190,15705,28.388188206,60.5377612036,5.6180659486,2.8486955308,20.1026255798,99.8613009939,98.5067175118,77.0832048111,19.3177274787,77.1206167812,1.96971852,3.55482503,24.2262103756,37.2306631848,87.6558648056,24,17.9393832042,59.0245053912,5221380000,POINT (4492777.638914032 -15582394.66991287),POINT (4492777.638914032 -15582394.66991287)
PA00348217,-80.0167281026224,40.41585091659246,T,42003,42085940102,800075380,Crescent,Baxter International,1221 Vine Circle,West Des Moines,PA,36958,250,Housing Authority of Ben Avon Heights,PA008,America Online,Nantucket,143,104,178,40,955,22,1.48,490,412,153440,18946,13958,7.8613497746,49.1150620106,33.8571681346,27.0744959197,35.5372986063,91.6579773364,73.7323311526,88.6132387757,62.9461923132,5.1456761142,10.8439248212,17.0726594337,69.7420972994,15.9907173445,39.0116796238,13,9.3572316467,2.0054858007,3507810000,POINT (4499071.944011932 -15549443.758739477),POINT (4499071.944011932 -15549443.758739477)
PA00012003,-80.04840859531075,40.366737987386024,B,42003,42050103497,800999846,Scott,New World,1259 Whitfield Hills,New Port Richey,PA,37068,282,Housing Authority of Port Vue,PA001,Baker Hughes,Eucalyptus,461,347,325,1,2406,91,2.44,448,342,211930,10172,10860,26.2752599327,45.7305115454,37.666372048,10.1467579012,24.0527067111,98.5447062344,74.3668789446,55.4556516878,84.9847478736,23.6464027209,42.4883836671,7.2327684448,38.6887806185,69.0628200799,59.7401123291,3,46.2914953188,5.5389074983,1229200000,POINT (4493604.717741305 -15569818.66587167),POINT (4493604.717741305 -15569818.66587167)
PA00417215,-80.23827212782611,40.38528988226052,R,42003,42018396232,800230736,Castle Shannon,Bellwether Technology Corporation,621 High Ferry,Walker,PA,73905,123,Housing Authority of Avalon,PA005,Dun Rite Lawn Maintenance,Olney,10,211,324,33,1667,13,3.89,1090,296,143843,10240,10720,49.9362961701,47.3325790676,25.4735260357,17.9465639551,32.8341792973,90.6823527954,97.6177361173,84.1406970833,80.9449278652,29.2139734781,34.1682895724,20.9071314323,62.6817898484,52.4035179319,50.9738547252,11,8.5834388993,28.5273821168,4877530000,POINT (4495669.905231984 -15693289.18051765),POINT (4495669.905231984 -15693289.18051765)
PA00960810,-80.21220104276551,40.39834267940129,4,42003,42037687008,800699185,Liberty,373 Gaven Creek,632 Pennington Route,Key West,PA,02715,115,Housing Authority of Etna,PA007,Crowley Maritime Corporation,Hermann,146,31,300,21,1493,100,3.54,513,310,84689,2430,10883,8.6989533887,2.1272298894,39.8148563741,34.3817099573,37.699331399,91.5620483386,86.5514609472,76.8120603642,32.8548063336,39.0219580701,15.824041705,21.0944518131,39.3111045145,57.1617976456,15.3508176049,24,32.3413119375,34.7132038653,4641330000,POINT (4497122.935963122 -15676194.708657391),POINT (4497122.935963122 -15676194.708657391)
PA00182241,-80.22610413457473,40.43162024477199,B,42003,42093355696,800392556,Edgewood,1132 Mount Lodge,657 Brumiss Lodge,Bayonne,PA,18911,55,Housing Authority of Braddock Hills,PA008,Friendly Interior Design,Crescent,495,234,77,38,1791,85,1.34,305,481,112822,19836,7875,43.1596371881,25.1847027614,40.6182550324,7.0465338793,47.1597628803,91.5843623408,91.096771883,81.0398028353,26.1768520879,21.495973669,43.6795405375,25.7940901021,51.0145081917,38.7468638847,74.751134705,11,27.7044581188,44.386567868,6258790000,POINT (4500827.377595029 -15685305.166182887),POINT (4500827.377595029 -15685305.166182887)
PA00422401,-80.00671118783488,40.67274824510688,R,42003,42043305631,800506188,Pitcairn,884 Decker Landing,596 Houston Canyon,Orange,PA,26453,404,Housing Authority of Indiana,PA006,Monk Home Improvements,Country Club,425,388,117,7,1107,12,3.0,22,204,151733,19355,11188,48.3792954494,49.2332822248,23.4387988638,30.8956289031,19.8106669363,95.4406371999,99.7745442526,95.9810690867,7.6591134842,0.4296362993,14.1162134718,17.8759912594,52.9434563921,24.8924406599,18.2201002723,4,11.9628114722,35.1255308441,6943330000,POINT (4527669.6238083085 -15543014.822816089),POINT (4527669.6238083085 -15543014.822816089)
PA00858301,-80.17918402410892,40.50847679535402,B,42003,42015675488,800586646,Verona,1005 Admiral Green,812 Waverly Center,Manhattan,PA,01111,168,Housing Authority of Lincoln,PA007,Total Network Development,De Soto,196,160,474,3,1865,41,3.55,1113,237,66535,11779,8010,46.6809341731,18.1312025992,23.02206427,39.5312643806,43.0301820217,92.6165554716,70.4579926785,75.1248501375,68.8635813423,3.7343885592,12.4536227295,25.1303926115,94.2075768052,25.6345237767,69.2450150311,15,12.0291905779,55.2124450286,1718440000,POINT (4509383.009669948 -15654610.47172336),POINT (4509383.009669948 -15654610.47172336)
PA00762861,-79.95790058437672,40.518665603147106,T,42003,42052230325,800136315,Kennedy,99 Espanola Terrace,1354 Pretor Walk,Saratoga,PA,17912,120,Housing Authority of Forest Hills,PA002,YASH Technologies,Woodland,467,120,230,13,1014,89,3.25,989,302,170207,5245,9026,1.697185688,8.2268387017,34.8252630797,20.9407099978,11.9159040045,95.3756334239,84.5634569901,60.216754031,5.6935954492,42.5210397353,14.6519986478,9.3014745822,62.4241747531,52.1378601007,22.0408677366,25,50.9884083179,32.2982125169,3964090000,POINT (4510517.222565264 -15511778.775505327),POINT (4510517.222565264 -15511778.775505327)
PA00116273,-79.9622868089931,40.63928461376426,T,42003,42003559490,800302206,Dormont,490 Girard Circle,448 Catherine Bayou,Mount Prospect,PA,25945,366,Housing Authority of East Pittsburgh,PA006,Bebo,Commonwealth,2,223,202,20,1369,78,1.06,880,470,133787,8192,9136,43.618775188,47.3569730357,1.1859026165,27.6165020465,5.8788906706,92.7940733396,77.9174634099,99.0914715883,65.3993168648,79.2118109027,33.2875413508,11.0336771126,39.4247885638,76.3177725896,62.4604763782,21,68.3051168771,43.9753209225,8547120000,POINT (4523944.469407155 -15514579.56110651),POINT (4523944.469407155 -15514579.56110651)
PA00631585,-79.79113017525273,40.634283071878265,4,42003,42056119010,800447709,Cheswick,775 Restani Garden,405 Rodgers Canyon,Folsom,PA,69728,77,Housing Authority of Ohio,PA003,Libera,Mercato,400,238,367,30,905,43,3.41,257,271,205939,12299,9763,5.4142359456,3.0241215878,6.13404561,35.6805194237,25.8379027442,96.6554508514,86.9712885871,89.9337228286,77.9587393374,11.7974979642,45.2817248439,24.3100124067,15.6598114474,78.6265822868,34.4787972408,15,22.5208980482,22.6017793296,6032170000,POINT (4523387.700311225 -15406177.364154838),POINT (4523387.700311225 -15406177.364154838)
PA00850941,-79.93304417018017,40.227773584894116,4,42003,42015437796,800699894,Oakdale,DC Shoes,536 Stern Grove Highway,Van Buren,PA,25348,446,Housing Authority of Indiana,PA006,"Dell, Inc.",Stillman,385,245,482,28,837,38,3.85,154,429,235916,11674,9199,10.9750459399,55.4600060634,33.4139921815,17.2586531364,2.2124369381,92.9930732379,84.3368821692,64.954480029,4.1600245932,84.9291890148,19.5886971387,8.5225502007,40.0731059564,76.1442123613,78.8670415219,20,44.4541833407,23.5665901166,4829700000,POINT (4478135.271217514 -15495929.764491206),POINT (4478135.271217514 -15495929.764491206)
PA00035259,-80.06250689422698,40.6681620618565,R,42003,42088834706,800554470,Crafton,Liberty Wealth Planner,807 Ohlone Drive,Sioux Falls,PA,39646,243,Housing Authority of Richland,PA009,Hilton Hotels Corporation,Lapu-Lapu,92,282,423,12,1164,16,3.07,165,242,86671,10489,15387,5.2176439119,45.3689978405,7.8283409425,11.0105507406,37.2544977558,95.9755588665,97.8020897071,52.9637177965,46.2048977386,15.8613425899,8.8935788435,31.4621881037,55.4732261923,48.9558120181,70.4893499824,3,30.3201300067,27.2000632228,5880170000,POINT (4527159.092224192 -15578906.461108176),POINT (4527159.092224192 -15578906.461108176)
PA00822128,-79.95841552324451,40.59361335488883,4,42003,42079101376,800755732,Ben Avon,57 Cole Gardens,481 Banneker Garden,Sayreville,PA,61554,243,Housing Authority of Springdale,PA005,Adaptabiz,Lagunitas,35,373,309,41,1224,80,2.29,1382,479,134811,8331,9725,18.0204987567,61.7861341094,3.4472122038,6.3351756891,13.7527054374,99.1585212666,77.4046664103,72.4527513898,21.1714513921,49.9144200131,36.0097754443,37.1965078752,56.0510710351,17.1031617152,26.2253244108,1,79.7982226603,68.9495961801,6781520000,POINT (4518860.368125254 -15512107.522507563),POINT (4518860.368125254 -15512107.522507563)
PA00619153,-79.87836434590736,40.22275636400318,4,42003,42081136392,800089410,Marshall,1116 Cosgrove Route,783 Clara Mews,Waukesha,PA,14370,338,Housing Authority of Aspinwall,PA007,AT&T,Alta Mar,199,97,367,19,1610,30,2.53,234,378,200406,2520,16679,48.0117384217,29.2998478959,3.3875480506,31.0684687121,29.7091736039,90.127485385,83.3084592088,97.7418096086,41.4369632181,45.9321864144,45.7564737772,44.5372094872,24.4380896008,14.4403855187,72.910516768,4,2.5934312158,69.6135263042,8260250000,POINT (4477576.756742738 -15461200.547829062),POINT (4477576.756742738 -15461200.547829062)
PA00565479,-80.16835347675477,40.586515055635694,R,42003,42027548233,800260944,Sewickley Hills,914 Banbury Plaza,421 Abbey Grove,Peoria,PA,50321,363,Housing Authority of North Fayette,PA003,Fresh Start,Bird,459,180,45,1,1959,13,1.87,904,457,69051,5432,8790,47.6632582122,70.1446103674,16.6542037117,7.9410621726,39.3270923364,97.1914161618,84.0436393689,56.314008899,25.6360512798,35.9417634718,33.4451800143,25.4191806955,51.3796405493,41.6138734446,88.1759091867,15,81.0560905234,62.415207761,5596690000,POINT (4518070.189066896 -15647545.859389473),POINT (4518070.189066896 -15647545.859389473)
PA00957737,-80.04719580617463,40.58967569656567,T,42003,42053289200,800778792,Ingram,International Game Technology,1151 Charles Garden,Ocala,PA,94053,106,Housing Authority of Elizabeth,PA005,Zune,Fort Mason,473,475,163,22,3000,4,2.77,1019,440,210945,10900,17770,38.9753320946,35.9913724048,23.276852782,8.7643419308,39.4566223724,90.7367890588,86.606471326,64.6398540281,74.8975174318,70.5996731391,30.6194946354,38.0882377911,81.5991546163,16.5096448933,88.5103791963,19,3.6186713312,37.4307217029,6952370000,POINT (4518422.030005802 -15569037.49469842),POINT (4518422.030005802 -15569037.49469842)
PA00132435,-79.96462791175362,40.657822971444816,T,42003,42058064198,800535081,Lincoln,Copeland's,313 Cochrane Hill,Prescott Valley,PA,88822,497,Housing Authority of Verona,PA008,Baker Hughes,Lurmont,294,145,431,7,2291,59,1.79,1095,228,167694,4811,9358,16.4096458435,65.3172662498,47.5302779198,33.2074074897,32.0096647038,92.608286927,98.4850169245,99.8983842909,15.2582911402,67.9193020845,48.3188861357,15.1682929394,88.3141537762,14.9987145703,76.658963095,9,60.0759649412,4.4386979166,0706630000,POINT (4526008.149944298 -15516074.947769862),POINT (4526008.149944298 -15516074.947769862)
PA00443766,-80.18560133124842,40.33075390899264,R,42003,42065945969,800537098,Marshall,1375 Edgemont Run,884 Hillview Bridge,Castle Rock,PA,76952,453,Housing Authority of Harrison,PA009,BNSF Railway,Balceta,190,174,120,36,1103,77,1.85,44,484,182973,16519,7182,5.8948824134,5.9357289293,35.5125869524,25.6005104072,2.1202017602,99.5296759141,79.3387442815,68.3145465454,70.8486760891,14.959790369,14.9615263807,7.1278155149,78.8803847019,62.9532342331,77.2631695338,18,64.7973796763,14.877776358,7172610000,POINT (4489598.988457888 -15658800.030690141),POINT (4489598.988457888 -15658800.030690141)
PA00405909,-80.25417573655166,40.42393493964414,R,42003,42021773789,800582061,Kennedy,112 Topeka Cove,1245 Worden Pike,Vineland,PA,21888,277,Housing Authority of Forward,PA001,Agilent Technologies,Genebern,37,109,410,9,892,99,3.82,382,458,218819,5665,9858,42.2828652477,70.68406706,35.4808517861,26.4314042959,11.378959747,90.7600799805,73.1844247807,57.4766561755,42.0148998649,52.7811098213,38.2835506488,29.1361524109,71.0494832832,17.9571958874,23.3400581968,26,75.9174970286,40.3465593157,6868130000,POINT (4499971.853341606 -15703739.186103746),POINT (4499971.853341606 -15703739.186103746)
PA00340691,-80.14434777553397,40.388310528082016,B,42003,42043151707,800374950,West View,436 Seminole Ferry,914 Osceola Square,Fort Lauderdale,PA,85641,18,Housing Authority of Clairton,PA008,CNA,Corbin,282,282,305,8,947,42,3.1,1158,393,81624,16455,15653,9.5956020747,45.0093925752,6.8123815794,0.9738588769,41.2104226945,99.8720428746,73.6862855733,67.2579499276,86.5852478885,62.9714295822,15.3253931623,11.7459281207,86.8581839796,42.1175616639,73.2244680938,23,13.9761927619,21.9109444988,3893430000,POINT (4496006.1619867 -15631914.71012254),POINT (4496006.1619867 -15631914.71012254)
PA00310801,-79.96040725068616,40.658166086110526,4,42003,42096210282,800553056,Forward,Dominion Resources,394 Camellia Crossing,Kirksville,PA,96112,481,Housing Authority of Glen Osborne,PA009,Federal National Mortgage Association,Hunters Point,21,417,117,30,1649,7,3.19,469,473,97832,14694,6551,43.9003011841,39.1933215833,25.5641556194,12.3549674343,23.2399140407,92.1886950142,83.2708702481,87.3173819038,51.9590980275,34.4945815529,33.3990266551,14.4700804075,42.1047614501,78.2331123002,34.5536815159,13,27.9467313702,43.5748636467,4000990000,POINT (4526046.345294168 -15513379.23719724),POINT (4526046.345294168 -15513379.23719724)
PA00636522,-79.77808667326283,40.6449954137289,4,42003,42054021545,800022348,South Versailles,519 Aquavista Extension,52 Weldon Bayou,Nixa,PA,93547,406,Housing Authority of Baldwin,PA006,Suadela Investment,Jack London,431,443,25,22,1373,42,1.91,521,207,106771,18249,12178,2.4797628442,22.1913225828,43.2825599056,22.4941834839,40.6672044609,97.0108394859,76.9628959503,66.9533213458,39.3511001314,79.7432480668,37.8613175981,37.3804831977,68.5104282972,13.0100301261,11.316804181,30,1.6011987852,24.5942816508,8680500000,POINT (4524580.192751241 -15397990.144621575),POINT (4524580.192751241 -15397990.144621575)
PA00407020,-79.76851337877189,40.49038546939917,4,42003,42094698813,800905872,West View,Bio-Rad Laboratories,920 Lloyd Lane,Kearny,PA,08288,236,Housing Authority of North Versailles,PA009,Service Corporation International,Munich,458,407,493,2,2444,71,3.56,1214,460,224218,2374,5252,10.0137491619,66.2836615435,27.0084384579,39.5668768482,10.6203400458,96.3173716861,70.0001069705,79.3698093939,56.5974584837,99.9401380231,18.8799277154,23.7936434058,41.6770019749,70.0809135384,66.8716300256,11,43.9233017058,12.550781412,1822280000,POINT (4507369.092476879 -15391987.699058488),POINT (4507369.092476879 -15391987.699058488)
PA00422904,-80.01812057711284,40.40749827056263,T,42003,42056081964,800083518,Mount Oliver,1084 Forest Grove,1333 Bruce Place,Urbandale,PA,83735,124,Housing Authority of Sewickley Heights,PA001,Hilton Hotels Corporation,Tamalpais,8,469,27,31,1953,11,2.55,584,376,128904,4373,14570,6.0222607615,19.8347978625,8.5836074407,6.7530253183,44.1969071575,95.0270415834,95.2261480422,54.9250082079,73.5970555496,80.8967174967,7.133193331,20.3355089643,14.8022564117,19.9023292752,82.5060825947,27,26.0908087906,38.9591382854,0100840000,POINT (4498142.131709114 -15550337.965453574),POINT (4498142.131709114 -15550337.965453574)
PA00529520,-79.8223525564234,40.275783135376976,R,42003,42017127912,800736500,Findlay,Rivera Property Maintenance,151 Aquavista Bayou,Pontiac,PA,36526,268,Housing Authority of Brackenridge,PA003,Excella,De Forest,47,218,207,8,1872,48,1.27,781,432,99272,17220,6316,11.7709888706,54.0120063046,1.1243544851,39.2069482329,14.7107513338,91.3170686256,79.2221873217,99.5970378935,93.9914931739,73.5028930598,8.592576446,5.853995684,50.8102306349,42.7109806053,38.5518505716,26,19.3461120568,36.2894733307,0827220000,POINT (4483479.66993048 -15425817.320661085),POINT (4483479.66993048 -15425817.320661085)
PA00242399,-79.8763268922436,40.6350662144336,4,42003,42066382457,800313593,Clairton,Office Depot,1369 Esmeralda Hill,Junction City,PA,66236,359,Housing Authority of Kennedy,PA000,AskMeNow,Sutro Heights,434,195,23,48,2350,67,2.38,418,491,99572,61,15692,21.1212229006,36.5463206252,15.4519553643,8.3993483912,20.0839784294,90.8122925204,72.7071508524,65.2389709453,95.2767394368,29.4502785177,19.3659012924,33.2188160092,26.1521582944,79.6801720215,11.732734124,21,71.4635487123,34.3915519037,5547630000,POINT (4523474.879341703 -15459910.075055538),POINT (4523474.879341703 -15459910.075055538)
PA00693296,-80.09419093847954,40.67513477145294,T,42003,42035381877,800525813,Glenfield,897 Shrader Glen,744 Paper Ferry,Buffalo Grove,PA,27844,232,Housing Authority of Plum,PA001,Avaya,Armory,270,313,405,38,2429,12,1.85,379,277,109213,18512,11535,40.635533312,71.5044475603,42.9275676181,30.2136892892,45.0578583947,90.7860314063,80.7978348899,80.4536199834,14.0480172234,5.6456652639,11.0019563865,12.5078023989,73.6427602781,50.4062491141,37.1470142627,12,88.8685063909,58.1669440888,5067600000,POINT (4527935.2907059165 -15599376.728942579),POINT (4527935.2907059165 -15599376.728942579)
PA00568954,-80.18382059871672,40.5958703824888,4,42003,42092807410,800281487,Baldwin,Hunt Petroleum,87 Swiss Pass,Valdosta,PA,83066,32,Housing Authority of Homestead,PA007,Solution Answers,Cesar Chavez,454,118,64,49,1474,66,1.08,836,336,113553,13535,14921,38.6610239098,11.2388133194,19.2690019957,28.8496175663,49.2377032014,94.4220609018,85.0175987256,90.9913876826,26.1906124125,75.2282575728,41.6844793456,29.1312979664,77.5294253393,68.5017533234,64.3300282813,20,50.0659454569,16.3951800621,3128440000,POINT (4519111.619288389 -15657637.202051187),POINT (4519111.619288389 -15657637.202051187)
PA00171974,-79.93539266001068,40.40249217076272,B,42003,42088534977,800162977,Ben Avon Heights,Aramark,1337 Hunt Field,Florissant,PA,89563,202,Housing Authority of Millvale,PA009,Domtar,Beach,336,43,159,49,1992,21,3.69,1280,393,100735,10637,5779,45.954509525,49.9265272208,27.7720557477,21.4567247797,13.8888378937,94.9525875332,95.5682328578,79.9604168917,36.0937399524,79.1592449227,32.9658135384,48.21310181,60.8113340368,65.4594654789,81.2125109314,14,94.7660927531,14.6297928588,7876440000,POINT (4497584.855228528 -15497425.556910297),POINT (4497584.855228528 -15497425.556910297)
PA00680917,-80.10876864829491,40.330575509561896,R,42003,42069611014,800863240,Braddock Hills,Kenworth,142 Paris Stravenue,Laramie,PA,42912,288,Housing Authority of Whitaker,PA001,Johnson Controls,Mallorca,72,14,204,30,2879,47,2.92,586,239,243669,3616,11666,15.4699474843,50.5384763282,19.2281059936,7.6409867149,11.1848702763,96.5168286111,73.8904563951,92.1002621545,72.8719781885,58.4975253584,17.0576603955,37.231926625,79.3031782954,64.7314401963,53.9663035357,17,28.3584242902,50.6205016998,3695320000,POINT (4489579.129124099 -15608816.804556193),POINT (4489579.129124099 -15608816.804556193)
PA00473194,-79.95902290419613,40.23956942161402,B,42003,42075012650,800898548,Edgewood,1116 Alhambra Pine,1284 Cuesta Pine,Yucca Valley,PA,87998,474,Housing Authority of Dravosburg,PA006,Kimberly-Clark,Exchange,102,407,450,44,2525,22,2.58,1446,301,136212,2628,11305,19.7392221109,62.3153276993,32.1685361966,3.7833168405,35.7455900843,94.4264808121,70.7513183773,72.5972741345,78.7723100068,52.7116192234,34.1834343971,2.9870395909,37.000599963,27.5957605831,47.6153899863,9,96.1181988267,55.8585417386,6832220000,POINT (4479448.377754655 -15512495.307784518),POINT (4479448.377754655 -15512495.307784518)
PA00140235,-80.09047194985759,40.66054577782893,R,42003,42065973823,800955261,West Elizabeth,Desert Garden Help,1202 Eutaw Field,Woodridge,PA,19469,164,Housing Authority of Pitcairn,PA001,Personal & Corporate Design,Sharon,154,272,423,26,1167,80,2.54,32,463,113658,12615,15960,44.6218027915,40.8501999691,11.5845340669,11.7790574288,16.2247613342,93.9796292303,95.2775221653,97.6655808325,39.4534933238,76.3253102523,7.7849886308,39.9747112244,16.9906330426,60.9642899909,17.9017766967,24,4.2431744865,18.4511027639,0595310000,POINT (4526311.251364506 -15596970.628482223),POINT (4526311.251364506 -15596970.628482223)
PA00511535,-79.95891100714195,40.49062248914242,4,42003,42099218105,800645463,Pennsbury Village,906 Canby Place,681 Santa Fe Row,San Clemente,PA,69320,319,Housing Authority of Wilmerding,PA007,Triumph Group,Arbol,91,114,456,15,2002,68,3.45,1487,246,142198,10,13711,8.9950323295,52.948857599,39.1431065433,7.9364478033,17.7522299139,92.4137838176,83.6665324527,53.5960826709,19.1640014213,39.5856167067,42.3064389976,26.256620819,61.0965606412,27.8139260448,16.5004564186,4,32.8336518733,56.1369187321,2442080000,POINT (4507395.477394005 -15512423.864829905),POINT (4507395.477394005 -15512423.864829905)
PA00789038,-79.7528094353379,40.63406417230827,T,42003,42071513165,800406642,Haysville,American International Group,525 Alhambra Creek,Cedar Falls,PA,09651,109,Housing Authority of West Homestead,PA009,ACCO Brands,Central Magazine,103,204,346,43,1235,47,2.63,121,281,119637,13189,12254,17.6858284337,61.7144069377,13.5476974089,32.3013093455,38.6641974117,97.7525436033,98.9182464719,78.756844129,84.1777339153,44.2742688378,24.8937507139,7.8299463827,25.8918827857,58.750770531,51.694250582,11,18.8838990802,29.2858077373,9478000000,POINT (4523363.332522558 -15382153.36599371),POINT (4523363.332522558 -15382153.36599371)
PA00043140,-80.13361820248075,40.35441973730861,T,42003,42088352695,800586583,Kilbuck,958 Chicago Pike,923 Perry Trail,Eustis,PA,63945,18,Housing Authority of Tarentum,PA002,Honest Air Group,Cowles,104,36,301,18,2042,8,3.13,12,241,208861,2114,12749,13.1953767975,22.5498575794,21.7388193212,12.2379159496,29.3520838375,93.9437629053,98.3857073131,87.3110060951,55.8603213452,23.2486518637,42.3438098496,33.3361844312,92.2724092908,72.7949625377,89.1825788785,4,34.2687182535,69.5443334859,0637920000,POINT (4492233.456415223 -15624940.407758575),POINT (4492233.456415223 -15624940.407758575)
PA00144609,-79.92713510748112,40.27559104776823,R,42003,42020879560,800072735,South Versailles,81 Patton Junction,1290 Retiro Turnpike,Edwardsville,PA,69925,490,Housing Authority of Chalfant,PA006,Xerox,Vidal,46,31,216,14,2146,76,1.73,906,245,212268,8308,17768,12.7661163922,54.5439506277,21.7619405001,13.6447347321,13.1847582374,92.9182242293,91.9367196404,63.7439297264,43.5028669048,9.4909506255,15.7432656179,43.9213668509,20.4925957557,48.1202075231,54.9230323942,9,57.185262462,64.9833926861,2924700000,POINT (4483458.286835687 -15492167.71081919),POINT (4483458.286835687 -15492167.71081919)
