property_id,hud_property_name,inspection_property_id_multiformat,city,state,inspection_id,inspection_score,inspection_date
800899458,507 Transbay Hump Landing,PA00787940,Ocean Springs,PA,502177,42,2016-10-04
800421060,Universal Studios,PA00973657,Dunedin,PA,622972,86,2017-01-16
800541087,13 Mccarthy Junction,PA00967130,Newark,PA,551593,94,2020-10-07
800904037,1028 Lawton Spur,PA00926806,Covina,PA,696605,69,2022-11-16
800233199,U.S. Robotics,PA00252081,Socorro,PA,538462,85,2018-10-01
800557216,Castle Realty,PA00152151,Mundelein,PA,697885,29,2016-11-17
800004166,Gateway Computers,PA00269489,Cape Coral,PA,587756,45,2022-06-12
800194248,1329 Mateo Garden,PA00886322,Palmetto Bay,PA,514116,39,2022-11-08
800698635,600 Arnold Path,PA00996028,Ottawa,PA,595477,41,2023-05-10
800288352,1261 Kiska Pass,PA00016565,Faribault,PA,536037,40,2015-04-28
800747987,1062 Romolo Expressway,PA00998679,Saratoga,PA,574349,61,2019-08-04
800611433,639 Avenue E Crossing,PA00881034,Lake Worth,PA,521877,96,2018-03-16
800494239,1000 Shawnee Road,PA00189431,Merced,PA,670455,90,2018-03-20
800551944,1348 Casa Avenue,PA00802038,Beaverton,PA,637502,37,2018-11-24
800231462,961 Battery Wagner Extension,PA00566209,Dearborn Heights,PA,626930,52,2020-08-12
800374685,1287 Inca Court,PA00940204,Griffin,PA,623030,27,2016-09-05
800232173,363 Swiss Lake,PA00130857,San Bruno,PA,568714,45,2019-10-08
800991021,886 Stigwood Field,PA00082904,Westland,PA,641581,27,2020-01-16
800166518,1172 Jules Trail,PA00685429,Barnstable Town,PA,614954,62,2020-10-20
800466301,General Electric,PA00430480,Beverly Hills,PA,642568,56,2017-01-11
800023519,45 Holly Highway,PA00916027,Amsterdam,PA,624559,63,2023-02-25
800344905,Gentiva Health Services,PA00008111,Manchester,PA,611444,98,2015-09-18
800421974,Total Sources,PA00265254,Dubuque,PA,555358,28,2016-01-11
800105462,Antec,PA00514801,Ballwin,PA,614034,88,2021-04-22
800665270,1183 Ortega Pine,PA00585502,East Moline,PA,607189,65,2019-12-31
800469338,Aéropostale,PA00587475,Haverhill,PA,585471,30,2021-05-12
800022337,272 Kelloch Mews,PA00225215,Barberton,PA,596758,70,2022-11-17
800339116,Cougar Investment,PA00619401,Marana,PA,561495,32,2015-12-25
800801896,788 Richland Glen,PA00666474,Cary,PA,578130,47,2018-03-17
800295917,534 Pretor Rapids,PA00625105,Waukegan,PA,591650,34,2019-12-03
800570834,57 Channel Route,PA00417890,Mount Prospect,PA,530782,62,2015-08-17
800881105,168 Liggett Boulevard,PA00118670,Mishawaka,PA,523409,90,2015-06-26
800011335,872 Radio Viaduct,PA00471820,Raytown,PA,637274,43,2015-12-05
800430732,1020 Ludlow Square,PA00808427,Redmond,PA,691188,41,2020-12-23
800697294,Destiny Planners,PA00760198,Cleburne,PA,590564,48,2015-09-15
800010072,Idea Infinity,PA00130360,Horn Lake,PA,657164,33,2016-06-19
800555431,365 Hillway Avenue,PA00201004,New Braunfels,PA,643728,45,2020-07-13
800102232,824 Thorne Plaza,PA00330499,Syracuse,PA,527976,61,2016-02-29
800539381,Ocean Spray,PA00572004,Corpus Christi,PA,554446,41,2021-06-14
800485540,Applebee's,PA00513961,Hallandale Beach,PA,555392,37,2015-11-22
800842655,613 Natick Spur,PA00159115,Mukilteo,PA,583994,64,2018-04-09
800619947,Magik Gray,PA00192379,Rocky River,PA,503609,44,2018-05-28
800844104,612 Aerial Parkway,PA00518808,Beaumont,PA,534030,78,2023-04-25
800647695,254 El Dorado Point,PA00071584,Chino Hills,PA,527616,77,2022-11-08
800646107,BlackRock,PA00712466,Post Falls,PA,632115,67,2022-07-24
800803836,619 Montclair Run,PA00589615,Hollister,PA,603161,47,2022-12-06
800217706,Enrich Garden Services,PA00200009,Hampton,PA,693929,31,2019-10-21
800817383,1283 Buchanan Terrace,PA00952549,Shelton,PA,584761,93,2016-01-06
800654688,Johnson & Johnson,PA00578123,Ormond Beach,PA,521518,58,2023-12-03
800242610,677 Fresno Avenue,PA00968033,Highland Village,PA,674492,69,2019-12-05
800840712,Edge Garden Services,PA00069398,Everett,PA,605704,31,2016-04-15
800716391,Star Bright Investment Group,PA00864771,North Canton,PA,668473,45,2021-07-09
800078539,1224 Parnassus Terrace,PA00484361,Vacaville,PA,512986,75,2018-04-16
800600798,630 Flounder Lodge,PA00630770,Federal Way,PA,505638,48,2023-05-27
800683579,932 Sutro Heights Road,PA00496444,Eugene,PA,608885,77,2019-08-07
800853426,NetApp,PA00336679,Lynwood,PA,660980,84,2019-03-06
800377643,Anadarko Petroleum Corporation,PA00237326,Elmira,PA,671124,38,2020-07-02
800044933,Belk,PA00483051,Davenport,PA,599151,64,2019-08-01
800826077,Garmin,PA00461622,Lorain,PA,543990,99,2019-12-23
800020325,696 Edgardo Route,PA00504835,Olympia,PA,693929,53,2019-09-20
800339800,VMware,PA00261856,Holladay,PA,699753,91,2023-09-18
800800257,Autoliv,PA00026790,Thomasville,PA,637517,61,2020-06-04
800891442,Quincy Newspapers,PA00425512,Tulare,PA,643741,82,2016-01-22
800661435,Access Asia,PA00310499,Newburyport,PA,642873,29,2022-02-12
800443948,Earthworks Garden Kare,PA00874897,Winter Garden,PA,581792,72,2020-02-29
800495736,Fireball,PA00852374,Diamond Bar,PA,695531,39,2021-03-16
800723408,Veramons,PA00724819,Miami Lakes,PA,682287,40,2021-09-25
800551233,Orion,PA00075705,Lancaster,PA,504614,67,2016-10-11
800123787,464 Loraine Lake,PA00743561,Friendswood,PA,570834,34,2023-11-20
800902688,Seksi Lady,PA00431558,Bethlehem,PA,679935,91,2015-08-05
800461669,Realty Depot,PA00372862,Montrose,PA,675358,100,2015-08-11
800474632,ManCharm,PA00763043,Avenal,PA,680422,82,2023-05-09
800042131,Brinks,PA00298532,Cutler Bay,PA,676394,79,2015-06-10
800970716,450 Krausgrill Point,PA00134868,Hillsboro,PA,615590,92,2022-08-08
800362873,806 Worden Green,PA00649751,Melbourne,PA,675961,25,2015-03-27
800857976,1227 Stanton Bend,PA00876380,North Little Rock,PA,550502,71,2018-07-04
800001045,Fresh&Easy Neighbourhood Market,PA00137076,Columbus,PA,529856,44,2018-02-06
800457373,Vitamax Health Food Center,PA00797982,Cleburne,PA,543503,30,2016-06-12
800113672,Brown-Forman Corporation,PA00564277,Ashland,PA,512718,74,2020-04-16
800989134,983 Bliss Mews,PA00379981,Mission,PA,599474,26,2022-11-23
800810843,Global Insight,PA00057714,Lafayette,PA,543645,36,2016-05-15
800830480,405 Acme Route,PA00987349,Salem,PA,595451,73,2019-09-14
800395892,Pro Yard Services,PA00573302,Santa Fe,PA,519799,64,2022-04-28
800569408,439 South Hughes Annex,PA00364400,Arlington,PA,647640,27,2018-01-30
800783706,512 Heritage Plaza,PA00024521,Hurst,PA,514043,100,2021-03-04
800788478,854 Chancery Arcade,PA00101287,Oceanside,PA,562599,49,2015-01-22
800055175,Dynegy,PA00324435,Hagerstown,PA,696686,87,2020-02-11
800131123,Integra Investment Plan,PA00256271,Harvey,PA,576914,87,2017-02-17
800596566,Modern Realty,PA00156824,Sand Springs,PA,695967,30,2022-12-10
800803837,3 Athens Trace,PA00289517,Blue Island,PA,513331,60,2020-11-24
800485870,Biomet,PA00822563,Arcadia,PA,513629,52,2023-02-19
800054148,1209 Vallejo Row,PA00650498,Vernon Hills,PA,563749,46,2023-06-22
800191868,607 Santiago Station,PA00778235,Layton,PA,594748,32,2018-09-03
800023374,473 Hillway Route,PA00803878,Mesa,PA,676177,30,2017-07-25
800607539,Laserfiche,PA00046834,Plant City,PA,536302,75,2017-09-03
800083852,Prospa-Pal,PA00658665,Lakewood,PA,681133,93,2021-12-03
800248683,Citigroup,PA00547362,McHenry,PA,657588,81,2023-05-01
800304234,613 Mangels Center,PA00909499,Terrell,PA,612432,49,2021-02-18
800927102,1 Juniper Street,PA00685409,Lorain,PA,595583,31,2017-06-28
800161425,Electronic Arts,PA00980240,Norton Shores,PA,543711,28,2015-04-20
800409578,Cut Rite,PA00684997,Wichita Falls,PA,666272,54,2015-09-02
800373875,Uwajimaya,PA00511125,Buena Park,PA,526325,71,2016-06-13
800874569,Berry Plastics,PA00235791,Torrance,PA,621621,42,2019-01-25
800221915,271 Macarthur Trace,PA00538552,Dunedin,PA,675236,74,2022-02-18
800175736,Bank of America,PA00715408,Lakeville,PA,635176,98,2016-09-19
800479068,AK Steel Holding,PA00367395,Pensacola,PA,657534,78,2018-10-14
800572049,Sexsi Senorita,PA00161381,Rocky Mount,PA,635307,83,2021-12-15
800770758,1278 Bacon Park,PA00072716,LaGrange,PA,654060,80,2016-04-19
800145415,216 Homestead Hill,PA00970056,Sparks,PA,612206,92,2019-10-04
800362288,Northwest Airlines,PA00272558,Lockport,PA,588007,40,2018-03-23
800144943,769 Brush Center,PA00411522,Reno,PA,557597,53,2017-02-04
800554633,Rite Solution,PA00311855,Plano,PA,669758,25,2015-07-01
800456102,Electronics Source,PA00951694,Edina,PA,598676,49,2016-10-04
800619650,ArvinMeritor,PA00149139,South Elgin,PA,548712,94,2019-06-29
800031562,Fidelity Investments,PA00092592,Gahanna,PA,642078,95,2017-11-19
800617254,179 Brookdale Terrace,PA00109867,Clearfield,PA,663832,29,2016-04-30
800190227,649 Moscow Loop,PA00442857,Shelby,PA,623391,28,2021-01-21
800696624,1355 Juniper Path,PA00892525,Fort Pierce,PA,591922,29,2022-03-14
800865196,Fit Tonic,PA00077949,Casselberry,PA,511071,58,2016-01-03
800619718,834 Exchange Center,PA00084839,Colonial Heights,PA,556491,48,2019-06-14
800224608,516 Bowling Green Bridge,PA00285968,Holly Springs,PA,529333,40,2017-02-24
800196031,Asiatic Solutions,PA00337990,Aberdeen,PA,542765,95,2018-10-28
800111334,1033 Dehon Manor,PA00985340,Ozark,PA,603337,27,2016-04-18
800860643,934 Pemberton Trace,PA00850330,South Salt Lake,PA,648050,51,2018-01-08
800573923,Konsili,PA00083935,Evanston,PA,503752,81,2017-10-01
800136842,Dynegy,PA00306449,Bay City,PA,566254,33,2017-10-31
800343274,Nordstrom,PA00569392,Lindenhurst,PA,524465,97,2015-08-09
800011951,1020 Crestmont Spur,PA00084051,Easley,PA,505505,58,2016-05-28
800772026,1074 Pelican Cove Spur,PA00479361,Cary,PA,683490,54,2021-10-03
800492221,Vulcan Corporation,PA00562171,Hazel Park,PA,576283,51,2022-05-28
800066477,358 Putnam Estate,PA00162344,Apache Junction,PA,523270,85,2017-05-16
800690700,1226 Leroy Expressway,PA00661297,Oak Park,PA,644264,95,2020-08-27
800489164,410 Toland Grove,PA00908725,Stillwater,PA,528339,53,2016-11-26
800760708,Kraft Foods,PA00589587,Shively,PA,520730,39,2018-02-24
800849069,741 Nichols Avenue,PA00496760,Rocky River,PA,644813,27,2021-08-10
800096011,286 San Luis Estate,PA00032497,Yuma,PA,609518,95,2020-01-18
800766557,1228 Arleta Turnpike,PA00745362,Anchorage,PA,665061,98,2015-11-06
800409344,184 Elliot Path,PA00636891,Shively,PA,666953,80,2017-07-23
800805340,924 Lulu Pass,PA00823913,Port St. Lucie,PA,512232,62,2021-10-09
800990496,424 Wright Shore,PA00418026,Champaign,PA,664408,76,2018-09-23
800292339,Vantec,PA00165833,Compton,PA,643453,53,2016-12-09
800879066,289 Vicente Extension,PA00789812,Perris,PA,691794,94,2015-10-05
800021553,Envirotecture Design,PA00423617,Riverside,PA,536221,25,2023-08-10
800367236,1201 Berkeley Alley,PA00711472,Suffolk,PA,652301,74,2017-05-21
800295240,Gentiva Health Services,PA00047032,Woodstock,PA,687276,52,2020-06-21
800659412,254 Las Villas Arcade,PA00207523,Mansfield,PA,528010,65,2022-05-21
800059947,H. J. Heinz Company,PA00623741,Carlsbad,PA,621355,41,2016-08-13
800472140,765 Norwich Ferry,PA00159295,West St. Paul,PA,576030,37,2017-07-30
800636116,Pizza Hut,PA00175670,Manhattan,PA,603892,96,2022-01-20
800029728,Darden Restaurants,PA00748153,Alvin,PA,532884,44,2017-06-29
800820874,871 Cielito Avenue,PA00030776,Tucson,PA,634152,31,2017-07-18
800101900,1283 Lois Bend,PA00941798,Oviedo,PA,597107,44,2018-11-16
800744522,Steinway & Sons,PA00545600,Rutherford,PA,699310,44,2021-09-30
800146800,Overcast Media,PA00367461,Glendale Heights,PA,503391,75,2018-04-03
800126990,1005 Stark Extension,PA00334648,St. Petersburg,PA,636475,63,2021-08-15
800624242,ADC Telecommunications,PA00494246,Hawthorne,PA,608178,44,2022-12-24
800116432,1294 South Van Ness Pike,PA00344253,Tampa,PA,624097,80,2020-02-24
800736302,Lee,PA00441428,Bethany,PA,654715,85,2020-01-21
800853723,THQ,PA00826167,Flint,PA,536210,73,2021-08-11
800943172,Analog Devices,PA00087696,Ithaca,PA,656171,70,2023-03-07
800211376,Precision Castparts Corporation,PA00583495,Eagle Mountain,PA,557953,36,2016-11-18
800171835,548 Owens Annex,PA00664814,Fountain,PA,671674,68,2016-04-07
800401697,Garden Master,PA00712232,Pelham,PA,622318,61,2015-05-02
800035607,690 Williar Trace,PA00413424,Rock Springs,PA,685820,96,2015-06-14
800472439,443 Varela Court,PA00495461,Topeka,PA,568887,74,2021-10-11
800488234,276 Holly Drive,PA00576907,Moreno Valley,PA,588574,28,2021-07-12
800759094,Gibson Guitar Corporation,PA00127481,Miramar,PA,630915,52,2023-07-10
800912921,436 Almaden Mall,PA00085078,Philadelphia,PA,561959,38,2021-05-08
800485916,Jackpot Consultant,PA00312894,Worcester,PA,594695,44,2021-03-15
800412552,DiC Entertainment,PA00363072,Cuyahoga Falls,PA,559251,79,2017-01-13
800934049,Stratabiz,PA00188667,Wooster,PA,585509,38,2022-03-15
800634090,Bebo,PA00717111,Rock Springs,PA,594450,85,2016-07-21
800822045,Ace Hardware,PA00919825,Mill Creek,PA,617651,85,2022-02-04
800434262,ADC Telecommunications,PA00398605,Binghamton,PA,518684,92,2019-04-30
800139281,665 Webster Mall,PA00904974,League City,PA,518788,81,2021-05-29
800936318,114 Westgate Shore,PA00965194,Citrus Heights,PA,581041,38,2021-12-11
800156938,Earthworks Garden Kare,PA00875516,Foster City,PA,685752,88,2023-09-21
800077194,538 Sheridan Drive,PA00119304,Malden,PA,636966,88,2019-11-16
800447723,R. R. Donnelley & Sons,PA00404364,Mission Viejo,PA,646263,56,2021-05-26
800674587,Lawn N' Order Garden Care,PA00295927,Hurst,PA,506598,96,2021-05-15
800257254,Grey Fade,PA00226281,St. Louis,PA,675214,80,2019-07-17
800506941,Awthentikz,PA00727442,Paducah,PA,574929,48,2016-12-12
800317149,Reliable Garden Management,PA00131113,Benicia,PA,698092,82,2022-09-16
800137045,Reliable Guidance,PA00937426,Caldwell,PA,535167,53,2015-04-16
800896430,1052 Arch Bridge,PA00878181,Jersey City,PA,668590,84,2015-12-14
800823144,277 Greenview Place,PA00554949,Roy,PA,559929,99,2022-04-10
800986169,1340 Armistead Bridge,PA00718188,Brownsburg,PA,630278,78,2021-08-29
800951307,1059 Bacon Turnpike,PA00969598,Cocoa,PA,597674,43,2020-02-17
800736061,25 Candlestick Cove Path,PA00399255,Lebanon,PA,636361,92,2022-03-15
800210638,731 Ulloa Lake,PA00359549,St. Peters,PA,578080,39,2016-12-28
800505971,Federal Home Loan Mortgage Corporation,PA00974151,Daytona Beach,PA,635997,98,2017-07-02
800119216,Rite Solution,PA00986505,Cathedral City,PA,564853,97,2016-08-07
800206656,Bountiful Harvest Health Food Store,PA00043933,Pekin,PA,663758,96,2023-10-09
800803928,830 Zircon Crescent,PA00623857,Berea,PA,543119,48,2020-12-25
800379240,1198 Gennessee Boulevard,PA00888178,Bellflower,PA,628931,63,2015-07-31
800772335,Verizon,PA00674460,Mandan,PA,536863,84,2022-12-24
800234699,999 Long Station,PA00762087,Minnetonka,PA,537082,75,2023-01-05
800000646,Dynatronics Accessories,PA00552693,Pickerington,PA,573063,84,2017-02-04
800998349,American Home Mortgage,PA00155132,Springville,PA,650085,37,2018-12-10
800091953,Avaya,PA00730812,Aberdeen,PA,663983,99,2022-12-16
800341628,1206 Barcelona Bayou,PA00686829,Whitehall,PA,513617,38,2023-08-06
800051146,A+ Investments,PA00260877,Hampton,PA,519639,28,2019-06-27
800724634,696 Marcy Grove,PA00351988,Fort Lee,PA,676054,74,2021-04-27
800637458,762 Opalo Annex,PA00850238,Bryan,PA,610884,68,2016-01-23
800947319,Gibson Guitar Corporation,PA00060330,Lake Worth,PA,613502,51,2021-12-13
800742945,Verizon,PA00440038,Elk River,PA,574374,55,2018-09-15
800640495,963 Laskie Annex,PA00488203,Fond du Lac,PA,690880,67,2022-12-28
800554702,1074 Bliss Place,PA00564196,Turlock,PA,586280,31,2017-06-03
800221471,SAIC,PA00993427,Cocoa,PA,533836,99,2015-05-06
800776868,Dream Home Improvements,PA00983508,Kirkland,PA,695527,81,2018-02-08
800441949,Rockwell Collins,PA00005847,Summerville,PA,577454,39,2019-12-20
800697282,492 Beaumont Turnpike,PA00478427,Newberg,PA,579458,52,2019-10-01
800294401,1314 Iris Pine,PA00528583,Brigham City,PA,570848,83,2015-11-22
800356974,202 Fallon Boulevard,PA00958733,Salem,PA,634873,34,2017-01-28
800301452,265 Pena Row,PA00937178,Port Angeles,PA,650345,96,2021-08-16
800690202,Solution Bridge,PA00042752,Bartlesville,PA,604032,58,2020-08-16
800280032,Southwest Airlines,PA00219845,Coconut Creek,PA,598342,68,2016-03-25
800682963,1303 Garrison Center,PA00708120,Oak Creek,PA,644213,55,2018-08-17
800291980,Perisolution,PA00062605,Miami Lakes,PA,562394,67,2015-12-27
800875235,373 Elgin Point,PA00830398,West Springfield,PA,543706,55,2020-05-31
800608017,731 Cosgrove Street,PA00967861,Rocky River,PA,663942,43,2016-03-29
800005222,1192 Vasquez Motorway,PA00886771,Leawood,PA,587189,47,2018-04-11
800470975,295 Marcy Center,PA00181697,Hastings,PA,653497,67,2016-10-30
800996527,Plochman's,PA00965849,Evergreen Park,PA,658384,39,2022-08-06
800635104,Progressive Corporation,PA00241360,Sioux Falls,PA,698629,94,2018-08-30
800242263,Freedom Map,PA00873202,Darien,PA,530635,90,2023-12-01
800845437,Aloha Airlines,PA00216302,Lackawanna,PA,551176,61,2016-02-01
800125713,502 Sparrow Trace,PA00623724,Florence,PA,560981,43,2017-12-27
800708846,385 Bell Station,PA00979676,Oregon City,PA,592812,73,2016-03-26
800916812,Gartner,PA00558697,East Point,PA,565188,74,2017-02-06
800419669,Aflac,PA00235922,Juneau,PA,675928,78,2016-07-07
800816749,1100 Lloyd Pass,PA00159660,Galesburg,PA,695244,46,2023-07-01
800644543,Bradley Pharmaceuticals,PA00175428,Oak Ridge,PA,541105,89,2015-05-07
800440887,BearingPoint,PA00983709,Chino,PA,568471,100,2023-08-14
800938503,638 Coralino Manor,PA00871006,Rock Island,PA,576319,34,2016-01-03
800112662,Sexy Babe,PA00798889,Bentonville,PA,607619,90,2022-09-02
800779608,Amkor Technology,PA00026441,White Bear Lake,PA,557363,47,2018-01-06
800389929,396 Tulare Crescent,PA00308249,Orinda,PA,631073,84,2017-07-03
800823736,Bank of New York Mellon,PA00154584,Albany,PA,619494,91,2016-05-17
800843313,1250 Persia Place,PA00926846,Schertz,PA,684312,88,2020-09-15
800267075,Harman International Industries,PA00485499,Joplin,PA,625909,72,2018-08-11
800612477,390 Crescent Highway,PA00567668,Fountain Hills,PA,675613,76,2015-01-09
800420721,390 Santa Ysabel Spur,PA00220137,Patterson,PA,532410,35,2015-06-08
800880736,"Wells Fargo Bank, N.A.",PA00091799,Eureka,PA,592157,66,2018-08-23
800088126,Quanta Services,PA00529767,Cuyahoga Falls,PA,528624,34,2021-10-23
800384259,Chem-Dry,PA00211452,Raytown,PA,501195,69,2015-10-21
800175872,Universal Design Partners,PA00473411,Rocky River,PA,599874,98,2020-08-16
800423818,1267 Himmelmann Arcade,PA00897334,Alpharetta,PA,677816,85,2015-06-11
800493458,652 Byxbee Motorway,PA00739096,Bensenville,PA,574959,82,2021-09-22
800758776,The Independent Planners,PA00278787,Kentwood,PA,521803,63,2015-10-14
800674901,1001 El Plazuela Drive,PA00907114,Grand Island,PA,513279,52,2021-10-16
800377662,W. R. Grace and Company,PA00323043,Broadview Heights,PA,559077,90,2018-11-26
800461601,Spanx,PA00551328,Texas City,PA,586435,62,2018-09-09
800517217,W. R. Grace and Company,PA00036121,Paragould,PA,631990,52,2019-12-09
800714745,1195 Drummond Boulevard,PA00662151,Syracuse,PA,659583,29,2022-12-21
800089944,Atlas Realty,PA00641948,Royal Palm Beach,PA,573239,55,2023-10-19
800118942,622 Florence Lodge,PA00533749,White Plains,PA,639660,76,2020-09-11
800868761,Lennox International,PA00443231,Houma,PA,643878,28,2016-10-22
800110812,Omnicare,PA00892889,Shreveport,PA,688533,94,2019-04-04
800897567,347 Bessie Stravenue,PA00126169,Richmond,PA,534427,78,2015-10-12
800301958,544 Riley Bridge,PA00708517,Marina,PA,539312,72,2016-05-17
800349011,877 Dodge Extension,PA00193700,Kentwood,PA,603392,27,2020-04-30
800874123,Wealth Zone Group,PA00530000,Long Branch,PA,554481,35,2016-04-05
800234500,The Hertz Corporation,PA00665333,Ontario,PA,668113,60,2017-05-15
800612926,590 Enterprise Extension,PA00720016,Midland,PA,600044,62,2015-04-14
800247393,660 Danvers Trace,PA00472884,Yuba City,PA,573762,48,2022-04-11
800116644,Fragrant Flower Lawn Services,PA00410127,Wheat Ridge,PA,553851,67,2022-08-17
800502634,1098 Crestmont Terrace,PA00964352,Salina,PA,663683,89,2021-04-21
800737853,736 Paramount Freeway,PA00752265,Altus,PA,660434,41,2015-08-26
800065899,655 Vicksburg Highway,PA00711612,St. Peters,PA,633198,55,2015-10-04
800956971,Magik Lamp,PA00351537,Lombard,PA,556889,29,2023-04-23
800413990,969 Farnum Hill,PA00486879,Murrysville,PA,501237,87,2020-01-31
800542898,Liz Claiborne,PA00667232,Newark,PA,580032,51,2019-03-02
800520780,Boise Cascade,PA00024457,Fredericksburg,PA,580112,89,2015-10-08
800178783,718 Rizal Highway,PA00340232,Yukon,PA,635464,26,2018-08-08
800996836,Bosch Brewing Company,PA00005764,Wylie,PA,581152,95,2023-03-21
800862567,Creative Wealth,PA00230023,Hutchinson,PA,574046,100,2015-12-22
800237616,Always,PA00104109,McHenry,PA,507162,48,2015-04-19
800463632,Minnesota IMPLAN Group,PA00615042,Rockledge,PA,549014,90,2021-06-17
800121369,1296 Lakeshore Pine,PA00810940,West Bend,PA,581714,66,2018-08-25
800693834,Eastman Kodak,PA00061633,Orem,PA,569675,37,2022-10-03
800096053,264 Carson Walk,PA00011363,Wayne,PA,671793,58,2020-11-13
800075260,1182 Arkansas Crossing,PA00981257,Cathedral City,PA,557537,26,2018-07-22
800217296,Bob Evans Restaurants,PA00385371,Redlands,PA,512494,77,2015-11-24
800829926,Gas Depot,PA00838615,Twinsburg,PA,501607,35,2023-11-22
800536325,739 Turner Lane,PA00321496,Farmington,PA,598326,48,2017-06-18
800225610,1310 Lick Glen,PA00018906,Coralville,PA,663141,40,2017-09-09
800874814,74 Bradford Mews,PA00002998,Darien,PA,685644,38,2017-10-27
800350877,Alliant Energy,PA00222446,Perth Amboy,PA,554443,74,2016-06-18
800582748,Quest Technology Service,PA00743998,Meridian,PA,551842,58,2019-02-04
800205228,547 Mojave Ranch,PA00287563,Mustang,PA,659574,62,2021-10-26
800069323,Copeland's,PA00715711,Crest Hill,PA,619674,71,2017-04-30
800783902,562 Mangels Junction,PA00186331,Prescott Valley,PA,559500,59,2016-04-12
800014636,Under Armour,PA00430519,Enid,PA,682713,26,2022-03-18
800186409,Omni Tech Solutions,PA00325252,Castle Rock,PA,553730,53,2016-09-24
800693296,1375 Bird Manor,PA00771499,Elkhart,PA,509847,25,2020-11-26
800192610,558 Soule Rapids,PA00954619,Riviera Beach,PA,691090,32,2022-06-09
800179108,Lucas Oil,PA00968972,Oakley,PA,652322,30,2023-04-08
800083148,Benchmark Electronics,PA00346974,Battle Ground,PA,692147,52,2019-05-11
800997013,361 Del Vale Expressway,PA00150470,Wentzville,PA,581912,59,2016-05-01
800849972,"PalmSource, Inc.",PA00260666,Shelbyville,PA,580166,56,2015-02-20
800352536,626 De Forest Bridge,PA00991896,Havelock,PA,584995,76,2015-03-19
800023991,Alcoa,PA00840463,Riverbank,PA,654854,27,2022-08-14
800085431,1187 Chinook Path,PA00401214,West Bend,PA,659618,84,2018-10-17
800786454,Blockbuster Inc.,PA00410382,West Valley City,PA,546379,26,2022-08-14
800793540,191 Samoset Trail,PA00836265,Redmond,PA,608051,31,2015-11-16
800933159,Boeing,PA00222393,Peoria,PA,621939,89,2016-11-10
800964432,1379 Zircon Cove,PA00799488,Linden,PA,662574,29,2019-05-20
800380090,1081 Liebig Field,PA00460116,Bourbonnais,PA,596164,29,2021-04-09
800868911,Awthentikz,PA00186494,Atwater,PA,634883,26,2022-08-18
800382396,1137 Lake Merced Row,PA00259892,Rancho Cordova,PA,682021,90,2020-07-15
800951384,Avaya,PA00852116,Oxford,PA,581428,89,2021-04-06
800901280,1346 Worden Annex,PA00203776,Munster,PA,560927,39,2020-04-02
800774874,1303 Wetmore Mews,PA00254401,Anderson,PA,665910,41,2015-10-30
800229829,AMETEK,PA00406428,Inglewood,PA,575572,35,2021-09-02
800979780,VitaGrey,PA00680337,Conroe,PA,567223,54,2017-05-28
800400860,Fender Musical Instruments Corporation,PA00903148,Montrose,PA,592682,33,2023-12-16
800651997,Berry Plastics,PA00765892,Havelock,PA,555936,36,2020-04-23
800150343,226 Lynch Annex,PA00281792,Taylorsville,PA,522543,48,2023-12-04
800586311,1287 Jansen Pike,PA00221768,La Verne,PA,647685,26,2018-12-26
800161042,Ann Taylor,PA00765839,Statesboro,PA,596849,82,2018-10-04
800527200,Kroger,PA00897056,Palm Springs,PA,617399,90,2017-02-18
800011185,718 San Andreas Junction,PA00307594,South San Francisco,PA,574910,58,2015-10-30
800215876,1084 Sharp Rapids,PA00825159,Enid,PA,667182,35,2019-01-11
800012985,338 Collins Field,PA00360736,Brownsville,PA,524444,49,2018-05-22
800967930,Formula Grey,PA00808387,Grand Island,PA,597397,32,2018-07-07
800699583,Profitpros,PA00767242,Queen Creek,PA,501372,70,2021-10-15
800484570,249 Marine Bridge,PA00965412,Bridgeport,PA,559852,87,2016-05-19
800224314,672 Samoset Parkway,PA00570621,Victorville,PA,667429,91,2020-09-29
800797644,Musco Lighting,PA00048156,Allen,PA,640707,85,2022-02-03
800839715,502 Hauser Green,PA00068409,Muncie,PA,665586,85,2018-03-26
800500507,ExxonMobil,PA00246259,Highland,PA,607515,78,2016-03-28
800771711,687 Harlem Lodge,PA00797263,Baltimore,PA,647312,70,2018-04-01
800474125,211 Reardon Manor,PA00138468,Twin Falls,PA,660933,55,2019-09-28
800914626,Grade A Investment,PA00127387,Schaumburg,PA,591555,25,2016-03-06
800292382,GTECH,PA00334642,Austin,PA,653887,89,2021-06-27
800232511,"Sun Microsystems, Inc.",PA00304640,Livermore,PA,563423,85,2018-02-24
800118541,Antec,PA00980077,Jeffersonville,PA,649724,68,2021-08-02
800947728,91 Windsor Gardens,PA00418789,Cincinnati,PA,667727,85,2021-11-23
800417647,1176 Calhoun Bend,PA00600029,Fort Pierce,PA,683312,98,2021-10-29
800325574,ConocoPhillips,PA00063790,Kingsville,PA,601685,32,2017-11-10
800685884,669 Roemer Avenue,PA00720205,Zion,PA,555110,78,2019-03-27
800547670,715 Ingleside Circle,PA00793906,Kenmore,PA,528408,40,2023-06-06
800366139,1163 Mary Heights,PA00532154,Vacaville,PA,583591,51,2022-01-18
800181174,Eureka,PA00704815,Safety Harbor,PA,662118,50,2021-08-22
